pmppp_1mM,,pmppp_500uM,,pmppp_250uM,,pmppp_125uM,,pmppp_62uM,,pmppp_31uM,,pmppp_15uM,,pmppp_7uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
684.5136108,0.01631877199,684.5136108,0.01600794308,684.5136108,0.01581474207,684.5136108,0.01584384404,684.5136108,0.01565273106,684.5136108,0.0159534514,684.5136108,0.01600122824,684.5136108,0.01591529325,
683.9347534,0.01605360396,683.9347534,0.01604850031,683.9347534,0.0158923883,683.9347534,0.01596765779,683.9347534,0.01626306027,683.9347534,0.01578615233,683.9347534,0.01620071754,683.9347534,0.01624182984,
683.5005493,0.01592721418,683.5005493,0.01564105786,683.5005493,0.01558159385,683.5005493,0.01590653881,683.5005493,0.01569781639,683.5005493,0.01567301899,683.5005493,0.01625292934,683.5005493,0.01564344577,
683.0662842,0.01592887938,683.0662842,0.0162048284,683.0662842,0.01634780131,683.0662842,0.01623411849,683.0662842,0.01599905267,683.0662842,0.01554599032,683.0662842,0.01628533937,683.0662842,0.01627485827,
682.4871826,0.01616998017,682.4871826,0.016317375,682.4871826,0.0159694571,682.4871826,0.01636954583,682.4871826,0.01628165692,682.4871826,0.01632097736,682.4871826,0.01620732807,682.4871826,0.01641793363,
682.0527954,0.01649420895,682.0527954,0.01638527215,682.0527954,0.01621657051,682.0527954,0.01607549563,682.0527954,0.01629230008,682.0527954,0.01643790863,682.0527954,0.01617962494,682.0527954,0.01648084447,
681.4735107,0.01659494266,681.4735107,0.01680818573,681.4735107,0.01634979062,681.4735107,0.01668529026,681.4735107,0.01637790725,681.4735107,0.0166339688,681.4735107,0.01666194201,681.4735107,0.01659332961,
681.0390015,0.01686388813,681.0390015,0.01676680334,681.0390015,0.01659534685,681.0390015,0.0166522041,681.0390015,0.01666936465,681.0390015,0.01673053764,681.0390015,0.0169338081,681.0390015,0.01696573012,
680.4595337,0.0171733126,680.4595337,0.01712230965,680.4595337,0.01675878651,680.4595337,0.01719994657,680.4595337,0.01714778319,680.4595337,0.01697964594,680.4595337,0.01692672819,680.4595337,0.01722141169,
680.0248413,0.01746635698,680.0248413,0.01718637347,680.0248413,0.01719652675,680.0248413,0.01711778529,680.0248413,0.01706703193,680.0248413,0.0166685041,680.0248413,0.01710994914,680.0248413,0.01711240038,
679.4451904,0.0176894106,679.4451904,0.01731240191,679.4451904,0.01709368639,679.4451904,0.01718551107,679.4451904,0.01744331606,679.4451904,0.01712058671,679.4451904,0.01724538207,679.4451904,0.01727398857,
679.010376,0.01754869148,679.010376,0.01744280383,679.010376,0.01690107957,679.010376,0.01746783778,679.010376,0.01731638797,679.010376,0.01747217774,679.010376,0.01728147641,679.010376,0.01718701981,
678.430542,0.01776259206,678.430542,0.0175859686,678.430542,0.0171878282,678.430542,0.0174280107,678.430542,0.01733209379,678.430542,0.01733621582,678.430542,0.01757688448,678.430542,0.01777464524,
677.9956055,0.01808323525,677.9956055,0.01757098176,677.9956055,0.01773042232,677.9956055,0.01764462888,677.9956055,0.01777178794,677.9956055,0.01748602837,677.9956055,0.01744366623,677.9956055,0.01799092442,
677.5606079,0.01820075139,677.5606079,0.01763352193,677.5606079,0.01749001816,677.5606079,0.01773535646,677.5606079,0.01777405292,677.5606079,0.01780169457,677.5606079,0.01772516407,677.5606079,0.01795220934,
676.9805298,0.01820239797,676.9805298,0.0176446829,676.9805298,0.01825166494,676.9805298,0.01791185141,676.9805298,0.0177398324,676.9805298,0.01752941869,676.9805298,0.01792323403,676.9805298,0.01822407357,
676.5454102,0.01818490587,676.5454102,0.01802993938,676.5454102,0.01808984764,676.5454102,0.01806350797,676.5454102,0.01840957254,676.5454102,0.01778486744,676.5454102,0.01779314503,676.5454102,0.01823282056,
675.9650879,0.01799694076,675.9650879,0.01805527881,675.9650879,0.01818568818,675.9650879,0.01829078421,675.9650879,0.01819824055,675.9650879,0.0180541724,675.9650879,0.018287329,675.9650879,0.01780606434,
675.5298462,0.01842791028,675.5298462,0.01798382774,675.5298462,0.01789229363,675.5298462,0.01831532829,675.5298462,0.0183552634,675.5298462,0.01788333803,675.5298462,0.01784954034,675.5298462,0.01776342839,
674.9494019,0.01855054311,674.9494019,0.01816101745,674.9494019,0.01854992285,674.9494019,0.01819527149,674.9494019,0.01846391335,674.9494019,0.01841259561,674.9494019,0.01826049201,674.9494019,0.01788576506,
674.5139771,0.0187138021,674.5139771,0.01849454269,674.5139771,0.01812444627,674.5139771,0.01817589067,674.5139771,0.01832569577,674.5139771,0.01807756908,674.5139771,0.01863186806,674.5139771,0.01824980229,
673.9333496,0.01829505153,673.9333496,0.01854535565,673.9333496,0.01828713901,673.9333496,0.01813211106,673.9333496,0.01843115129,673.9333496,0.01828597859,673.9333496,0.01825933158,673.9333496,0.01850807667,
673.4977417,0.0186356511,673.4977417,0.01863846183,673.4977417,0.01864208281,673.4977417,0.01813591644,673.4977417,0.01864618994,673.4977417,0.01829170249,673.4977417,0.01885233074,673.4977417,0.01843109727,
673.0621338,0.01868812926,673.0621338,0.01875564083,673.0621338,0.01825860329,673.0621338,0.0184579175,673.0621338,0.01853011921,673.0621338,0.01841173135,673.0621338,0.01816169173,673.0621338,0.01857580431,
672.4812622,0.01873242296,672.4812622,0.01880299672,672.4812622,0.0185006205,672.4812622,0.01835628971,672.4812622,0.01856383495,672.4812622,0.01834219508,672.4812622,0.01871593669,672.4812622,0.01875901967,
672.0455322,0.01887952909,672.0455322,0.01892070659,672.0455322,0.0186731033,672.0455322,0.01889450662,672.0455322,0.01868175156,672.0455322,0.01926721074,672.0455322,0.01865905151,672.0455322,0.01846102253,
671.4644165,0.01881916076,671.4644165,0.01868639886,671.4644165,0.01874472015,671.4644165,0.0186558906,671.4644165,0.01859317534,671.4644165,0.01871093735,671.4644165,0.01873774827,671.4644165,0.01868812926,
671.0285645,0.01867475174,671.0285645,0.01875812747,671.0285645,0.01855783723,671.0285645,0.01902373694,671.0285645,0.01847352833,671.0285645,0.01868169755,671.0285645,0.01883235388,671.0285645,0.01871269383,
670.4472656,0.01962048933,670.4472656,0.01957166381,670.4472656,0.01905540749,670.4472656,0.0192296803,670.4472656,0.01927600428,670.4472656,0.01900580525,670.4472656,0.0194005575,670.4472656,0.01949538849,
670.0112915,0.01952741854,670.0112915,0.01963075437,670.0112915,0.01944679208,670.0112915,0.01918579452,670.0112915,0.01955950446,670.0112915,0.01934193075,670.0112915,0.01945420913,670.0112915,0.01994914934,
669.4298096,0.01895956323,669.4298096,0.01889767125,669.4298096,0.01892116666,669.4298096,0.01884649135,669.4298096,0.01884343661,669.4298096,0.01856348477,669.4298096,0.01882135123,669.4298096,0.01888428815,
668.9936523,0.01916447468,668.9936523,0.01898963377,668.9936523,0.01877826452,668.9936523,0.01880694367,668.9936523,0.01883367822,668.9936523,0.0183931794,668.9936523,0.01886822842,668.9936523,0.01882546023,
668.5574951,0.01921642199,668.5574951,0.01901867986,668.5574951,0.01904431917,668.5574951,0.01865062118,668.5574951,0.0189380385,668.5574951,0.01915151626,668.5574951,0.01916707121,668.5574951,0.0187755879,
667.975769,0.01949119195,667.975769,0.01899985597,667.975769,0.01916672103,667.975769,0.01912689954,667.975769,0.01896253787,667.975769,0.01902168058,667.975769,0.01884324849,667.975769,0.01889210194,
667.5394287,0.01892968453,667.5394287,0.01888139546,667.5394287,0.01895212755,667.5394287,0.01903390512,667.5394287,0.01913393289,667.5394287,0.01870669425,667.5394287,0.01895499416,667.5394287,0.0188312456,
666.9575195,0.01783187501,666.9575195,0.01822507381,666.9575195,0.01795981638,666.9575195,0.01793726347,666.9575195,0.01773584075,666.9575195,0.01731910929,666.9575195,0.01792177744,666.9575195,0.01760033704,
666.5210571,0.01795296371,666.5210571,0.0178599786,666.5210571,0.01794114709,666.5210571,0.01769995317,666.5210571,0.01748373732,666.5210571,0.01709645987,666.5210571,0.0175609272,666.5210571,0.0176615864,
665.9390259,0.01713973098,665.9390259,0.01744892076,665.9390259,0.01767218113,665.9390259,0.01737191342,665.9390259,0.01728508621,665.9390259,0.01690142974,665.9390259,0.01737522706,665.9390259,0.01697969995,
665.5023804,0.01741275936,665.5023804,0.01714840159,665.5023804,0.01781450585,665.5023804,0.01752114482,665.5023804,0.0172178559,665.5023804,0.01714035124,665.5023804,0.01733338647,665.5023804,0.01692164317,
665.0657349,0.01760772243,665.0657349,0.01762947813,665.0657349,0.01771149226,665.0657349,0.01784298569,665.0657349,0.01799745299,665.0657349,0.01727533527,665.0657349,0.0171954222,665.0657349,0.01745439135,
664.4833984,0.01784053259,664.4833984,0.01788072102,664.4833984,0.01760273613,664.4833984,0.01725575328,664.4833984,0.01741747558,664.4833984,0.01716884226,664.4833984,0.01723859459,664.4833984,0.0175954029,
664.0465698,0.01739521883,664.0465698,0.01756386645,664.0465698,0.01752710156,664.0465698,0.01735434681,664.0465698,0.01740715466,664.0465698,0.01709777862,664.0465698,0.01730652899,664.0465698,0.01745660044,
663.4641113,0.01691214181,663.4641113,0.01646543853,663.4641113,0.016406212,663.4641113,0.01640578359,663.4641113,0.01664394699,663.4641113,0.01664332859,663.4641113,0.01686477475,663.4641113,0.01668133587,
663.0271606,0.01660473272,663.0271606,0.0166247692,663.0271606,0.01632957719,663.0271606,0.01651816629,663.0271606,0.01637804136,663.0271606,0.01667291671,663.0271606,0.01668324508,663.0271606,0.01670438983,
662.444458,0.01692126505,662.444458,0.01655032672,662.444458,0.01639067568,662.444458,0.01623707451,662.444458,0.01636142842,662.444458,0.01640339009,662.444458,0.01635704748,662.444458,0.01636199281,
662.0073853,0.0168514289,662.0073853,0.01647162251,662.0073853,0.01662146114,662.0073853,0.01674520038,662.0073853,0.01658835262,662.0073853,0.01646232046,662.0073853,0.01649278402,662.0073853,0.01629047282,
661.5702515,0.01656500995,661.5702515,0.01642237045,661.5702515,0.01616084389,661.5702515,0.01634269394,661.5702515,0.0165188387,661.5702515,0.01640347019,661.5702515,0.01625991613,661.5702515,0.01655823365,
660.9873657,0.01687088422,660.9873657,0.01658811234,660.9873657,0.01617215574,660.9873657,0.01597815752,660.9873657,0.01626652665,660.9873657,0.01636444032,660.9873657,0.01618040353,660.9873657,0.01614093594,
660.5500488,0.01683722064,660.5500488,0.01634954847,660.5500488,0.01598479226,660.5500488,0.01622710377,660.5500488,0.01632159576,660.5500488,0.01650179178,660.5500488,0.01611549407,660.5500488,0.01637521759,
659.96698,0.0167707596,659.96698,0.0163160041,659.96698,0.01609924249,659.96698,0.01612594537,659.96698,0.01637978852,659.96698,0.01635930501,659.96698,0.01630648971,659.96698,0.01624698937,
659.529541,0.01674210653,659.529541,0.0163986329,659.529541,0.01607691869,659.529541,0.01624755375,659.529541,0.01616011932,659.529541,0.01609910838,659.529541,0.01599540003,659.529541,0.0161764808,
658.9462891,0.0168681927,658.9462891,0.01636024565,658.9462891,0.01609292813,658.9462891,0.01587732509,658.9462891,0.01617414318,658.9462891,0.01636745036,658.9462891,0.01628171094,658.9462891,0.01608446799,
658.508728,0.01662536152,658.508728,0.01612503082,658.508728,0.01610773057,658.508728,0.01608981378,658.508728,0.01631111279,658.508728,0.01598105766,658.508728,0.01616989821,658.508728,0.01618231274,
658.071167,0.01665588841,658.071167,0.01624338888,658.071167,0.01593765989,658.071167,0.01599091478,658.071167,0.0160350427,658.071167,0.01590492763,658.071167,0.01596819423,658.071167,0.01587880217,
657.4876099,0.01664749719,657.4876099,0.01635054313,657.4876099,0.01564615592,657.4876099,0.01594496518,657.4876099,0.01610751636,657.4876099,0.01592845097,657.4876099,0.01592426188,657.4876099,0.01603450626,
657.0498657,0.01626518369,657.0498657,0.01608272083,657.0498657,0.01606603898,657.0498657,0.01594456285,657.0498657,0.015992634,657.0498657,0.01585836895,657.0498657,0.01584483869,657.0498657,0.01595060527,
656.4661865,0.01631353237,656.4661865,0.01602813974,656.4661865,0.01593894884,656.4661865,0.01588532701,656.4661865,0.01600074396,656.4661865,0.01594590582,656.4661865,0.01591623202,656.4661865,0.0160518568,
656.0283203,0.01644643024,656.0283203,0.0161102023,656.0283203,0.01581621915,656.0283203,0.0159038268,656.0283203,0.01586046442,656.0283203,0.01616003923,656.0283203,0.01618284918,656.0283203,0.0158782918,
655.444397,0.01607844979,655.444397,0.01644825935,655.444397,0.01583493128,655.444397,0.01573754102,655.444397,0.01615455747,655.444397,0.01588138007,655.444397,0.01590712927,655.444397,0.01589461602,
655.0064087,0.01633621566,655.0064087,0.01609027013,655.0064087,0.0159211196,655.0064087,0.01544284355,655.0064087,0.01604089886,655.0064087,0.0156916175,655.0064087,0.0156493485,655.0064087,0.01579339989,
654.5683594,0.0167542398,654.5683594,0.01684330218,654.5683594,0.01651480421,654.5683594,0.016505206,654.5683594,0.01638857834,654.5683594,0.01641392894,654.5683594,0.01662509143,654.5683594,0.0164333377,
653.9842529,0.01592987403,653.9842529,0.01616320945,653.9842529,0.01600915007,653.9842529,0.01592804678,653.9842529,0.01588959619,653.9842529,0.01578247547,653.9842529,0.01581804454,653.9842529,0.0158711765,
653.5460815,0.01614109799,653.5460815,0.01598793268,653.5460815,0.01552294474,653.5460815,0.01577877067,653.5460815,0.01612398401,653.5460815,0.01590755954,653.5460815,0.01568101719,653.5460815,0.01560120843,
652.961731,0.01603434421,652.961731,0.01615595445,652.961731,0.01568171382,652.961731,0.01560861431,652.961731,0.01593954116,652.961731,0.0155448094,652.961731,0.01571502164,652.961731,0.01596097089,
652.5234375,0.01613585837,652.5234375,0.01569236815,652.5234375,0.01544775162,652.5234375,0.01604651101,652.5234375,0.01562922262,652.5234375,0.01570546627,652.5234375,0.01576381922,652.5234375,0.015651308,
651.9389038,0.01608347334,651.9389038,0.01608266681,651.9389038,0.01564374007,651.9389038,0.01596768387,651.9389038,0.01596873067,651.9389038,0.01565431431,651.9389038,0.01574921608,651.9389038,0.01572583802,
651.5004883,0.01638847031,651.5004883,0.0158817824,651.5004883,0.01593844034,651.5004883,0.01578768343,651.5004883,0.01577388495,651.5004883,0.01581799053,651.5004883,0.01595608331,651.5004883,0.01587700285,
651.0620117,0.01608298905,651.0620117,0.01595702209,651.0620117,0.01596741565,651.0620117,0.01598148793,651.0620117,0.01555001456,651.0620117,0.0161009077,651.0620117,0.01601554267,651.0620117,0.01588060148,
650.4772339,0.01635465585,650.4772339,0.01616785675,650.4772339,0.0161540471,650.4772339,0.01575173996,650.4772339,0.01594453491,650.4772339,0.01573807746,650.4772339,0.01581573673,650.4772339,0.01543383114,
650.0385742,0.0161502324,650.0385742,0.0160558857,650.0385742,0.0156721063,650.0385742,0.01567428,650.0385742,0.0155202616,650.0385742,0.01576218195,650.0385742,0.01602373458,650.0385742,0.01595766656,
649.4536743,0.01609924249,649.4536743,0.01572371647,649.4536743,0.01554894168,649.4536743,0.01575520262,649.4536743,0.01584470272,649.4536743,0.01631847769,649.4536743,0.01570382901,649.4536743,0.01558054797,
649.0148926,0.01614853926,649.0148926,0.01568106934,649.0148926,0.01560678985,649.0148926,0.01585369743,649.0148926,0.01600587368,649.0148926,0.0157694295,649.0148926,0.01577949524,649.0148926,0.01584553532,
648.4298096,0.01668746956,648.4298096,0.01623333804,648.4298096,0.0161570292,648.4298096,0.0161997769,648.4298096,0.01606520638,648.4298096,0.01642562263,648.4298096,0.01638379321,648.4298096,0.01616264507,
647.9909058,0.01650189795,647.9909058,0.01652652957,647.9909058,0.01653806493,647.9909058,0.01630702801,647.9909058,0.01641761139,647.9909058,0.01638271846,647.9909058,0.01635433175,647.9909058,0.0163261909,
647.5519409,0.01674439199,647.5519409,0.01652822271,647.5519409,0.01602386869,647.5519409,0.01617341861,647.5519409,0.01616487466,647.5519409,0.01641661674,647.5519409,0.0162556693,647.5519409,0.01618827693,
646.9666138,0.01658980548,646.9666138,0.01658961736,646.9666138,0.01627077349,646.9666138,0.01597007364,646.9666138,0.01639548689,646.9666138,0.01622503623,646.9666138,0.01631748304,646.9666138,0.01648794301,
646.5275269,0.01666931063,646.5275269,0.01654131897,646.5275269,0.0161680188,646.5275269,0.01607648842,646.5275269,0.0163611602,646.5275269,0.01631651446,646.5275269,0.0161908567,646.5275269,0.0161776375,
645.9420166,0.01608911529,645.9420166,0.01613464952,645.9420166,0.01582980342,645.9420166,0.01558661181,645.9420166,0.01578134671,645.9420166,0.01548608392,645.9420166,0.01559876651,645.9420166,0.01559938397,
645.5028076,0.01656447165,645.5028076,0.01567390375,645.5028076,0.01560319401,645.5028076,0.01581895724,645.5028076,0.01587864012,645.5028076,0.01580647379,645.5028076,0.01582223177,645.5028076,0.01567054912,
645.0635376,0.01628918201,645.0635376,0.01593607664,645.0635376,0.01552498341,645.0635376,0.01569419354,645.0635376,0.01561644953,645.0635376,0.01574306935,645.0635376,0.01593075879,645.0635376,0.01562498324,
644.4777832,0.01598820277,644.4777832,0.01581071503,644.4777832,0.01583656855,644.4777832,0.01584091783,644.4777832,0.01581578888,644.4777832,0.01548455562,644.4777832,0.01570133306,644.4777832,0.01564612798,
644.0383911,0.01652311347,644.0383911,0.01584475674,644.0383911,0.01559831016,644.0383911,0.0158780776,644.0383911,0.01564824954,644.0383911,0.01579125226,644.0383911,0.01594896615,644.0383911,0.01585222036,
643.4523926,0.01628673635,643.4523926,0.01593236998,643.4523926,0.0155129917,643.4523926,0.01548042428,643.4523926,0.01595369354,643.4523926,0.01565740071,643.4523926,0.01591561362,643.4523926,0.01565323956,
643.0128784,0.01591427252,643.0128784,0.01576540247,643.0128784,0.01577001996,643.0128784,0.01582400501,643.0128784,0.01573705673,643.0128784,0.01572119445,643.0128784,0.01559707616,643.0128784,0.01587856002,
642.4267578,0.01622151583,642.4267578,0.01586041041,642.4267578,0.01560799684,642.4267578,0.01541795209,642.4267578,0.01588049345,642.4267578,0.01544150244,642.4267578,0.01603439823,642.4267578,0.01541355345,
641.9871216,0.01619104482,641.9871216,0.01595616341,641.9871216,0.01572841406,641.9871216,0.0155354999,641.9871216,0.01554631162,641.9871216,0.01591682248,641.9871216,0.0158063136,641.9871216,0.01554207318,
641.5474243,0.0159317255,641.5474243,0.01565519907,641.5474243,0.0155920852,641.5474243,0.01565350778,641.5474243,0.01559490245,641.5474243,0.0157156121,641.5474243,0.01561663765,641.5474243,0.01546285395,
640.9609985,0.01600670628,640.9609985,0.01616508886,640.9609985,0.015439732,640.9609985,0.01579997689,640.9609985,0.01583734713,640.9609985,0.01598210633,640.9609985,0.01571896672,640.9609985,0.01548050437,
640.5211792,0.01637185924,640.5211792,0.01575987227,640.5211792,0.01569639519,640.5211792,0.01555529982,640.5211792,0.01584185846,640.5211792,0.01557475235,640.5211792,0.01601865888,640.5211792,0.01594381034,
639.9346313,0.01589010656,639.9346313,0.01566574536,639.9346313,0.01571193524,639.9346313,0.01557051297,639.9346313,0.01537284069,639.9346313,0.01545976941,639.9346313,0.01549187861,639.9346313,0.01562731713,
639.4946899,0.01599591039,639.4946899,0.01597622409,639.4946899,0.01567742042,639.4946899,0.01569513418,639.4946899,0.01561897248,639.4946899,0.01546186116,639.4946899,0.01546325628,639.4946899,0.01558669191,
639.0546265,0.01596749574,639.0546265,0.01558408979,639.0546265,0.0154709015,639.0546265,0.01567054912,639.0546265,0.01560493838,639.0546265,0.01572602615,639.0546265,0.01591636613,639.0546265,0.01566727646,
638.4678345,0.01610259898,638.4678345,0.0158370249,638.4678345,0.01535562426,638.4678345,0.01575270668,638.4678345,0.01590688713,638.4678345,0.01582293026,638.4678345,0.01583917253,638.4678345,0.01568069495,
638.02771,0.01566102356,638.02771,0.01582875662,638.02771,0.01584354974,638.02771,0.01564620994,638.02771,0.016068995,638.02771,0.01576312073,638.02771,0.01562186982,638.02771,0.01558612846,
637.4407349,0.01587815769,637.4407349,0.01573211886,637.4407349,0.01544847619,637.4407349,0.01593513601,637.4407349,0.01566284709,637.4407349,0.01552195195,637.4407349,0.01552514452,637.4407349,0.01555465627,
637.0004272,0.01599636674,637.0004272,0.01553541981,637.0004272,0.01554207318,637.0004272,0.01544625033,637.0004272,0.01567527279,637.0004272,0.01595895551,637.0004272,0.01566566527,637.0004272,0.01555581018,
636.5601196,0.01588484272,636.5601196,0.01565498486,636.5601196,0.01555095334,636.5601196,0.01579560153,636.5601196,0.01547631994,636.5601196,0.01567009278,636.5601196,0.01561819389,636.5601196,0.01566300914,
635.9729004,0.01593065262,635.9729004,0.01573807746,635.9729004,0.01545585319,635.9729004,0.01596532017,635.9729004,0.01566612162,635.9729004,0.01553858537,635.9729004,0.01555648074,635.9729004,0.01556842029,
635.5324097,0.01570763998,635.5324097,0.01591376215,635.5324097,0.01554741245,635.5324097,0.0154537335,635.5324097,0.01544214599,635.5324097,0.01542200241,635.5324097,0.01564669237,635.5324097,0.01532462332,
634.9450684,0.01601637527,634.9450684,0.01582701132,634.9450684,0.01547328848,634.9450684,0.0155684473,634.9450684,0.01580252685,634.9450684,0.0155376466,634.9450684,0.01567894965,634.9450684,0.01567801088,
634.5044556,0.0157554429,634.5044556,0.01577262394,634.5044556,0.01567669585,634.5044556,0.01543399226,634.5044556,0.01575289294,634.5044556,0.01571545005,634.5044556,0.01563002728,634.5044556,0.01577995159,
634.0637817,0.01599738747,634.0637817,0.01543715689,634.0637817,0.01544461399,634.0637817,0.01560861431,634.0637817,0.01574897394,634.0637817,0.01585597917,634.0637817,0.01555371657,634.0637817,0.01564634405,
633.4761963,0.01601132564,633.4761963,0.01585667767,633.4761963,0.01562243327,633.4761963,0.01550244819,633.4761963,0.01566086151,633.4761963,0.01573080383,633.4761963,0.01581783034,633.4761963,0.01584972441,
633.0354004,0.01593717746,633.0354004,0.0156097142,633.0354004,0.01550470199,633.0354004,0.01545585319,633.0354004,0.01541693322,633.0354004,0.01596819423,633.0354004,0.01534009632,633.0354004,0.01558046695,
632.4476318,0.0160286501,632.4476318,0.01575898752,632.4476318,0.01581509225,632.4476318,0.01567312703,632.4476318,0.01559833717,632.4476318,0.01570683531,632.4476318,0.01561977714,632.4476318,0.01574288122,
632.0067139,0.01599591039,632.0067139,0.01573163457,632.0067139,0.01572981104,632.0067139,0.0156030599,632.0067139,0.01572098024,632.0067139,0.01567677595,632.0067139,0.01570415124,632.0067139,0.01552522462,
631.5657349,0.01579570957,631.5657349,0.01564540341,631.5657349,0.015534373,631.5657349,0.01624556631,631.5657349,0.0154574085,631.5657349,0.01579887606,631.5657349,0.01586825028,631.5657349,0.01574731059,
630.9776611,0.01581291668,630.9776611,0.01581042074,630.9776611,0.01563475095,630.9776611,0.01560037676,630.9776611,0.01577944122,630.9776611,0.01566443034,630.9776611,0.01566212252,630.9776611,0.01585388556,
630.5366211,0.01604425535,630.5366211,0.01617067866,630.5366211,0.01576035656,630.5366211,0.01551473513,630.5366211,0.01559452713,630.5366211,0.01580295712,630.5366211,0.01586124301,630.5366211,0.0155787766,
629.9483643,0.01572653651,629.9483643,0.01599510387,629.9483643,0.01571934298,629.9483643,0.01561306883,629.9483643,0.01541468035,629.9483643,0.01577358879,629.9483643,0.0159127675,629.9483643,0.01554427296,
629.5072021,0.01615152135,629.5072021,0.01609623246,629.5072021,0.01558272075,629.5072021,0.01555897575,629.5072021,0.01559001952,629.5072021,0.01559205819,629.5072021,0.01571832225,629.5072021,0.01574838348,
629.065918,0.01595635153,629.065918,0.01593835838,629.065918,0.01564908028,629.065918,0.01576336287,629.065918,0.01574776694,629.065918,0.01576207392,629.065918,0.0158155486,629.065918,0.01557252556,
628.477478,0.01604302041,628.477478,0.01579989679,628.477478,0.01561068092,628.477478,0.01547631994,628.477478,0.015629787,628.477478,0.01575380564,628.477478,0.01581552066,628.477478,0.01567720622,
628.0360718,0.01584634185,628.0360718,0.01588076167,628.0360718,0.0159145128,628.0360718,0.01546548307,628.0360718,0.01585547067,628.0360718,0.01572559588,628.0360718,0.01589520648,628.0360718,0.01571539603,
627.4474487,0.01607764326,627.4474487,0.01589263044,627.4474487,0.01576094702,627.4474487,0.01561776455,627.4474487,0.01561443694,627.4474487,0.01582378894,627.4474487,0.01559463423,627.4474487,0.01587576792,
627.0059204,0.0160278976,627.0059204,0.01601191796,627.0059204,0.01580403186,627.0059204,0.01592982002,627.0059204,0.01600026153,627.0059204,0.01563386433,627.0059204,0.01585348323,627.0059204,0.01567868143,
626.5643311,0.01611439325,626.5643311,0.01613559015,626.5643311,0.01587772742,626.5643311,0.01575729623,626.5643311,0.01577664912,626.5643311,0.01599540003,626.5643311,0.01600109413,626.5643311,0.01566958427,
625.9754639,0.01600034162,625.9754639,0.01584754884,625.9754639,0.01586991362,625.9754639,0.0157580208,625.9754639,0.01597498916,625.9754639,0.01590500772,625.9754639,0.01592858508,625.9754639,0.01583957486,
625.5337524,0.01611965895,625.5337524,0.01591773517,625.5337524,0.01572546177,625.5337524,0.01590444334,625.5337524,0.01584940217,625.5337524,0.01586642489,625.5337524,0.01583608612,625.5337524,0.01600437053,
624.9447021,0.01604097895,624.9447021,0.01588564925,624.9447021,0.01575071923,624.9447021,0.01599478163,624.9447021,0.01591642015,624.9447021,0.01622490026,624.9447021,0.01603141613,624.9447021,0.01583471708,
624.5028687,0.01625913568,624.5028687,0.01598755829,624.5028687,0.01570297033,624.5028687,0.01587724499,624.5028687,0.01599856839,624.5028687,0.01598500647,624.5028687,0.01584661007,624.5028687,0.01577195153,
624.0609741,0.01610079966,624.0609741,0.01582577638,624.0609741,0.01605655812,624.0609741,0.0160122402,624.0609741,0.01586873271,624.0609741,0.01574664004,624.0609741,0.01608118974,624.0609741,0.0159778893,
623.4717407,0.01613540202,623.4717407,0.01590949297,623.4717407,0.01622113958,623.4717407,0.0160374064,623.4717407,0.01615877636,623.4717407,0.01597942039,623.4717407,0.0158298295,623.4717407,0.01592017896,
623.0297241,0.01627437398,623.0297241,0.01593927108,623.0297241,0.01633288339,623.0297241,0.01612242498,623.0297241,0.01581340097,623.0297241,0.01605346799,623.0297241,0.01592699997,623.0297241,0.01617839001,
622.4402466,0.01632632501,622.4402466,0.01619091071,622.4402466,0.01631487533,622.4402466,0.01620308124,622.4402466,0.01605242118,622.4402466,0.01577391103,622.4402466,0.01587619819,622.4402466,0.01612967998,
621.9981079,0.01619929262,621.9981079,0.0160059277,621.9981079,0.01594799943,621.9981079,0.01616723835,621.9981079,0.01596991345,621.9981079,0.01591872983,621.9981079,0.01610474847,621.9981079,0.01577987149,
621.5559082,0.01616390795,621.5559082,0.01606448181,621.5559082,0.01595643163,621.5559082,0.01617546007,621.5559082,0.01580309123,621.5559082,0.01612277515,621.5559082,0.01596413925,621.5559082,0.01605175063,
620.9662476,0.01618698798,620.9662476,0.01584749669,620.9662476,0.01591666229,620.9662476,0.01618862711,620.9662476,0.01607648842,620.9662476,0.01585619524,620.9662476,0.01605731063,620.9662476,0.01646092162,
620.5239258,0.01631697267,620.5239258,0.01596478373,620.5239258,0.01617212966,620.5239258,0.01619867608,620.5239258,0.0161278788,620.5239258,0.01577745564,620.5239258,0.01583286375,620.5239258,0.01635167189,
619.934082,0.01598994806,619.934082,0.01621068642,619.934082,0.01638497598,619.934082,0.01565278322,619.934082,0.01581678353,619.934082,0.01614612155,619.934082,0.01566553116,619.934082,0.0158759281,
619.4916382,0.01606633514,619.4916382,0.01607369632,619.4916382,0.01588076167,619.4916382,0.01596803404,619.4916382,0.01621579193,619.4916382,0.01608433202,619.4916382,0.0159937609,619.4916382,0.0158361122,
619.0491333,0.01600909792,619.0491333,0.01592103951,619.0491333,0.01651601493,619.0491333,0.01580212452,619.0491333,0.01617137715,619.0491333,0.01594142057,619.0491333,0.01554644667,619.0491333,0.0160180144,
