pmppp_1mM,,pmppp_500uM,,pmppp_250uM,,pmppp_125uM,,pmppp_62uM,,pmppp_31uM,,pmppp_15uM,,pmppp_7uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
516.5316162,0.01891792193,516.5316162,0.01869142614,516.5316162,0.01840141602,516.5316162,0.01832888275,516.5316162,0.01884916797,516.5316162,0.01859055459,516.5316162,0.01844400726,516.5316162,0.01887858286,
515.9265137,0.01942846552,515.9265137,0.0192238614,515.9265137,0.01896656677,515.9265137,0.0190453995,515.9265137,0.01933427155,515.9265137,0.01923725568,515.9265137,0.01899271645,515.9265137,0.01905408129,
515.4726563,0.01958585344,515.4726563,0.01947145537,515.4726563,0.01928252727,515.4726563,0.01917957142,515.4726563,0.01943894103,515.4726563,0.01907501742,515.4726563,0.01907780208,515.4726563,0.01935743913,
515.0187378,0.02031082287,515.0187378,0.01979116909,515.0187378,0.01978531666,515.0187378,0.01966433786,515.0187378,0.02007375844,515.0187378,0.0197317861,515.0187378,0.01964272559,515.0187378,0.01979937777,
514.5648193,0.02058316581,514.5648193,0.02008766681,514.5648193,0.01993302442,514.5648193,0.01993603259,514.5648193,0.02004781552,514.5648193,0.02005979605,514.5648193,0.01995738782,514.5648193,0.02008338273,
513.9594727,0.02112586424,513.9594727,0.02092355676,513.9594727,0.0203096848,513.9594727,0.0204052031,513.9594727,0.02050904743,513.9594727,0.02055776119,513.9594727,0.02062689513,513.9594727,0.02066661045,
513.5053711,0.02126899734,513.5053711,0.02084823698,513.5053711,0.02060194872,513.5053711,0.02072215639,513.5053711,0.02106866054,513.5053711,0.02118416131,513.5053711,0.02092589252,513.5053711,0.02093721926,
513.0512695,0.02144380659,513.0512695,0.02133541554,513.0512695,0.02099636011,513.0512695,0.02086676098,513.0512695,0.02128756605,513.0512695,0.02119557559,513.0512695,0.02135564573,513.0512695,0.02111890726,
512.4457397,0.02218180336,512.4457397,0.02179428935,512.4457397,0.02162796445,512.4457397,0.02142825164,512.4457397,0.02142922953,512.4457397,0.021638548,512.4457397,0.0220115725,512.4457397,0.02157423273,
511.9915161,0.02234815061,511.9915161,0.02226604521,511.9915161,0.02172714844,511.9915161,0.02161795087,511.9915161,0.02181092091,511.9915161,0.02165745758,511.9915161,0.02200805955,511.9915161,0.02177621797,
511.537262,0.02259404212,511.537262,0.02227454819,511.537262,0.02248645388,511.537262,0.02196462639,511.537262,0.02214107849,511.537262,0.02216442302,511.537262,0.0222676266,511.537262,0.02249760367,
510.9315186,0.02306740545,510.9315186,0.02242626436,510.9315186,0.02285210416,510.9315186,0.02261831053,510.9315186,0.02261825651,510.9315186,0.02246936224,510.9315186,0.02256601118,510.9315186,0.02237652242,
510.4771729,0.02311195806,510.4771729,0.0227916725,510.4771729,0.02278938144,510.4771729,0.0224230215,510.4771729,0.02311416902,510.4771729,0.02289663441,510.4771729,0.02279033698,510.4771729,0.02268771827,
510.0227661,0.02359271981,510.0227661,0.02328884788,510.0227661,0.02302924357,510.0227661,0.02307521179,510.0227661,0.02342941985,510.0227661,0.02307092585,510.0227661,0.02286795713,510.0227661,0.02297869511,
509.5682983,0.02344914526,509.5682983,0.02337669395,509.5682983,0.02302310243,509.5682983,0.02316579781,509.5682983,0.02308045328,509.5682983,0.02343982831,509.5682983,0.02311086655,509.5682983,0.02318586782,
508.9623108,0.02389267273,508.9623108,0.02368961833,508.9623108,0.02350739948,508.9623108,0.02341748029,508.9623108,0.02365651354,508.9623108,0.02359990776,508.9623108,0.02347105742,508.9623108,0.02372682653,
508.5077515,0.02408744767,508.5077515,0.02382843196,508.5077515,0.02352871373,508.5077515,0.02380562574,508.5077515,0.02381226979,508.5077515,0.02376841195,508.5077515,0.02380078658,508.5077515,0.02362846956,
508.0531616,0.02417745069,508.0531616,0.02410148457,508.0531616,0.02396345884,508.0531616,0.02375189774,508.0531616,0.02396589331,508.0531616,0.0239382945,508.0531616,0.02388616279,508.0531616,0.02392661385,
507.4469604,0.02453746088,507.4469604,0.02446704544,507.4469604,0.02416913211,507.4469604,0.02432551049,507.4469604,0.02433936298,507.4469604,0.02423755638,507.4469604,0.0241303537,507.4469604,0.02454630844,
506.9922791,0.02475406602,506.9922791,0.0244710166,506.9922791,0.02433188818,506.9922791,0.02417487837,506.9922791,0.0244808495,506.9922791,0.02433317527,506.9922791,0.02470531687,506.9922791,0.02443108894,
506.5375366,0.02521892637,506.5375366,0.02483250387,506.5375366,0.02450442873,506.5375366,0.02451995946,506.5375366,0.02482496575,506.5375366,0.02461906523,506.5375366,0.02476543933,506.5375366,0.02469134144,
505.9311218,0.02511674911,505.9311218,0.02493085898,505.9311218,0.02483129874,505.9311218,0.02464391477,505.9311218,0.02483782172,505.9311218,0.02482378855,505.9311218,0.02468882129,505.9311218,0.0246944651,
505.4762878,0.02547880076,505.4762878,0.02525234222,505.4762878,0.02490199171,505.4762878,0.02490363643,505.4762878,0.02519612946,505.4762878,0.02491210774,505.4762878,0.02506134845,505.4762878,0.0252630692,
505.0213928,0.02563254908,505.0213928,0.02522784285,505.0213928,0.0251008682,505.0213928,0.02508422174,505.0213928,0.02510133386,505.0213928,0.02527728118,505.0213928,0.02517610416,505.0213928,0.02522257529,
504.5664673,0.0256219767,504.5664673,0.02514179051,504.5664673,0.02529357933,504.5664673,0.0251938533,504.5664673,0.02522737719,504.5664673,0.02547380514,504.5664673,0.0252492968,504.5664673,0.02536355332,
503.9598389,0.0258646179,503.9598389,0.025655834,503.9598389,0.02544092201,503.9598389,0.02523401566,503.9598389,0.02557988465,503.9598389,0.02540194802,503.9598389,0.02552788518,503.9598389,0.02555564046,
503.5047913,0.0257993713,503.5047913,0.02555522881,503.5047913,0.02554067783,503.5047913,0.02526685596,503.5047913,0.02564471401,503.5047913,0.02552118525,503.5047913,0.02564501576,503.5047913,0.02555805631,
503.0497131,0.02606880106,503.0497131,0.0258809384,503.0497131,0.02568433993,503.0497131,0.02549782395,503.0497131,0.02583681419,503.0497131,0.02559006959,503.0497131,0.02566591278,503.0497131,0.02575594187,
502.4428711,0.0263798777,502.4428711,0.02577538975,502.4428711,0.0258304961,502.4428711,0.02586764097,502.4428711,0.02608864754,502.4428711,0.02574110962,502.4428711,0.02561236545,502.4428711,0.02588962018,
501.9877014,0.02632896416,501.9877014,0.0261140205,501.9877014,0.02597939409,501.9877014,0.02572938241,501.9877014,0.02604197524,501.9877014,0.02568217181,501.9877014,0.02581178769,501.9877014,0.02582354657,
501.5324707,0.02642124891,501.5324707,0.02602059022,501.5324707,0.02575899102,501.5324707,0.02578868531,501.5324707,0.0260415338,501.5324707,0.02593438141,501.5324707,0.0258948952,501.5324707,0.02579692565,
500.9254456,0.02644427679,500.9254456,0.02610687353,500.9254456,0.02592696249,500.9254456,0.02567991987,500.9254456,0.0262225382,500.9254456,0.02614038438,500.9254456,0.02581310645,500.9254456,0.02595694177,
500.4701233,0.02647176012,500.4701233,0.02603282221,500.4701233,0.02620117366,500.4701233,0.02608878538,500.4701233,0.02601811662,500.4701233,0.02582928725,500.4701233,0.026131697,500.4701233,0.02607996203,
500.0147705,0.02654486895,500.0147705,0.02639951743,500.0147705,0.0262284223,500.0147705,0.02595897578,500.0147705,0.02603111789,500.0147705,0.02605175972,500.0147705,0.02612754516,500.0147705,0.02634915337,
499.5593567,0.0265581049,499.5593567,0.02638125233,499.5593567,0.02595287561,499.5593567,0.02615500987,499.5593567,0.02605525032,499.5593567,0.0261121504,499.5593567,0.02612369694,499.5593567,0.02639607899,
498.9520569,0.02655799501,498.9520569,0.02642435767,498.9520569,0.02621013671,498.9520569,0.02599143051,498.9520569,0.02637022175,498.9520569,0.02627071552,498.9520569,0.02649566904,498.9520569,0.02629007585,
498.4965515,0.02665379643,498.4965515,0.02642094716,498.4965515,0.02618308179,498.4965515,0.02624736913,498.4965515,0.02639696002,498.4965515,0.02619138546,498.4965515,0.02616037056,498.4965515,0.02629114874,
498.0409851,0.02659250423,498.0409851,0.02660637535,498.0409851,0.0261258129,498.0409851,0.02612061799,498.0409851,0.0263015721,498.0409851,0.02617348544,498.0409851,0.02605536021,498.0409851,0.02639982104,
497.4335327,0.0266784858,497.4335327,0.02655494027,497.4335327,0.02629417367,497.4335327,0.02626298741,497.4335327,0.02643640712,497.4335327,0.02639596909,497.4335327,0.02655213326,497.4335327,0.02636483125,
496.9778748,0.02709482424,496.9778748,0.02643137425,496.9778748,0.02636216395,496.9778748,0.02627428994,496.9778748,0.0263401866,496.9778748,0.02624250203,496.9778748,0.02609884553,496.9778748,0.02623829432,
496.5221558,0.02675796114,496.5221558,0.02642490901,496.5221558,0.02619317174,496.5221558,0.02605667897,496.5221558,0.02607020363,496.5221558,0.02605563402,496.5221558,0.02629290894,496.5221558,0.02633771114,
496.0664368,0.0269117225,496.0664368,0.02663164027,496.0664368,0.02623004466,496.0664368,0.02611819841,496.0664368,0.02648182958,496.0664368,0.02611231618,496.0664368,0.02617043443,496.0664368,0.026349511,
495.4587097,0.02671096846,495.4587097,0.0265033748,495.4587097,0.02632695623,495.4587097,0.02626326308,495.4587097,0.02631765977,495.4587097,0.02617304586,495.4587097,0.02628265135,495.4587097,0.02627456561,
495.0028687,0.02669591084,495.0028687,0.02627225593,495.0028687,0.02612685785,495.0028687,0.02613444626,495.0028687,0.02640358917,495.0028687,0.02623403259,495.0028687,0.02624923736,495.0028687,0.02604131401,
494.5469666,0.02660813555,494.5469666,0.02625344507,494.5469666,0.02606860921,494.5469666,0.02620158531,494.5469666,0.0258820653,494.5469666,0.02607072517,494.5469666,0.02593916282,494.5469666,0.02617925964,
493.9390564,0.02662019059,493.9390564,0.02620889992,493.9390564,0.02577769756,493.9390564,0.02573342063,493.9390564,0.02588176169,493.9390564,0.02587206289,493.9390564,0.02587530576,493.9390564,0.02577250637,
493.4830933,0.02648232505,493.4830933,0.02623488382,493.4830933,0.02612083778,493.4830933,0.02590344101,493.4830933,0.02606162615,493.4830933,0.02588714845,493.4830933,0.02591083199,493.4830933,0.02596815489,
493.0270386,0.0262748953,493.0270386,0.02600676753,493.0270386,0.02575141005,493.0270386,0.02583112754,493.0270386,0.02594795637,493.0270386,0.02601773292,493.0270386,0.02570326254,493.0270386,0.02588580176,
492.5709839,0.02612031624,492.5709839,0.02610522322,492.5709839,0.02573427185,492.5709839,0.02574036829,492.5709839,0.02589088492,492.5709839,0.02554589324,492.5709839,0.02563532256,492.5709839,0.02568057738,
491.9628296,0.02620125562,491.9628296,0.0257472638,491.9628296,0.02600308321,491.9628296,0.02575088851,491.9628296,0.02551336214,491.9628296,0.02550309524,491.9628296,0.02567950636,491.9628296,0.02557872981,
491.5066528,0.02629623562,491.5066528,0.02616138943,491.5066528,0.02569194883,491.5066528,0.02575737052,491.5066528,0.02596889623,491.5066528,0.02596573532,491.5066528,0.02548774891,491.5066528,0.02574904822,
491.0504456,0.02627659962,491.0504456,0.02587203681,491.0504456,0.02576855011,491.0504456,0.0257110633,491.0504456,0.02612210251,491.0504456,0.02590508945,491.0504456,0.02594682947,491.0504456,0.02575418539,
490.4420776,0.02630729228,490.4420776,0.0260056667,490.4420776,0.02574995533,490.4420776,0.02561000362,490.4420776,0.02565075457,490.4420776,0.02538136393,490.4420776,0.02582568862,490.4420776,0.02561173402,
489.9857788,0.02627093531,489.9857788,0.02573874779,489.9857788,0.02570779435,489.9857788,0.02553727292,489.9857788,0.02538962476,489.9857788,0.02552242205,489.9857788,0.02565896511,489.9857788,0.02537110075,
489.5294189,0.0255489964,489.5294189,0.02547416091,489.5294189,0.02521826886,489.5294189,0.02520789765,489.5294189,0.025125416,489.5294189,0.02522153221,489.5294189,0.02538141981,489.5294189,0.02514044568,
489.0730286,0.02569425479,489.0730286,0.02542799339,489.0730286,0.02519168518,489.0730286,0.02494848706,489.0730286,0.02521985956,489.0730286,0.02509017289,489.0730286,0.02537074313,489.0730286,0.02487879992,
488.4644165,0.0254106205,488.4644165,0.02501012385,488.4644165,0.02490722761,488.4644165,0.02475305088,488.4644165,0.0249782633,488.4644165,0.02479492687,488.4644165,0.02485651523,488.4644165,0.02476373874,
488.0079346,0.0254321117,488.0079346,0.02510141768,488.0079346,0.02509829029,488.0079346,0.02493466996,488.0079346,0.02511737868,488.0079346,0.02484637313,488.0079346,0.02493551932,488.0079346,0.02494067326,
487.5513916,0.02527346835,487.5513916,0.02523256093,487.5513916,0.02509307861,487.5513916,0.02506033517,487.5513916,0.0249366723,487.5513916,0.02479037829,487.5513916,0.02522748522,487.5513916,0.02493817918,
486.942627,0.02504695207,486.942627,0.02496156655,486.942627,0.02478843182,486.942627,0.02496691234,486.942627,0.02484017797,486.942627,0.02470019273,486.942627,0.02498503588,486.942627,0.02483806759,
486.4859924,0.02516110055,486.4859924,0.02481164597,486.4859924,0.0245952867,486.4859924,0.02458737046,486.4859924,0.02449980006,486.4859924,0.0243808981,486.4859924,0.02467605285,486.4859924,0.0245554857,
486.0292969,0.02473737672,486.0292969,0.0246062167,486.0292969,0.0242570173,486.0292969,0.02433473617,486.0292969,0.02429030463,486.0292969,0.02424582094,486.0292969,0.0245170556,486.0292969,0.02416658588,
485.5725708,0.0244860258,485.5725708,0.0242652297,485.5725708,0.02416231669,485.5725708,0.02423191629,485.5725708,0.02418557927,485.5725708,0.02407830954,485.5725708,0.02441435866,485.5725708,0.02404345199,
484.963562,0.02409620397,484.963562,0.02396770008,484.963562,0.02384872362,484.963562,0.02362691239,484.963562,0.02388476767,484.963562,0.0236537531,484.963562,0.02378716879,484.963562,0.02367526665,
484.5067444,0.02405691333,484.5067444,0.02395831607,484.5067444,0.02401368506,484.5067444,0.02368415147,484.5067444,0.02358230576,484.5067444,0.0237724036,484.5067444,0.0242100209,484.5067444,0.02358342707,
484.0498657,0.02433618717,484.0498657,0.02406257577,484.0498657,0.02372360043,484.0498657,0.02383936942,484.0498657,0.02369645238,484.0498657,0.02365364507,484.0498657,0.02398392186,484.0498657,0.02381314524,
483.4406738,0.02455921099,483.4406738,0.02406982705,483.4406738,0.02384623513,483.4406738,0.02404369786,483.4406738,0.02384538576,483.4406738,0.02379077859,483.4406738,0.02419348992,483.4406738,0.02379925363,
482.9837036,0.02429714799,482.9837036,0.02419146337,482.9837036,0.02373139188,482.9837036,0.0237400867,482.9837036,0.02402646095,482.9837036,0.02370777167,482.9837036,0.0240811538,482.9837036,0.02387968078,
482.5267029,0.02396108024,482.5267029,0.02353948168,482.5267029,0.02341327257,482.5267029,0.02320454456,482.5267029,0.02367302589,482.5267029,0.02341439202,482.5267029,0.02405193262,482.5267029,0.02346909046,
482.0696716,0.02369850315,482.0696716,0.023315534,482.0696716,0.02334115468,482.0696716,0.02307701483,482.0696716,0.02342543006,482.0696716,0.02319779992,482.0696716,0.02345195971,482.0696716,0.02312839404,
481.4602051,0.02371914312,481.4602051,0.02312397026,481.4602051,0.02306792326,481.4602051,0.02321142703,481.4602051,0.02290733159,481.4602051,0.02292081155,481.4602051,0.02327158861,481.4602051,0.02316484228,
481.0030518,0.02361010201,481.0030518,0.02296990715,481.0030518,0.02299599908,481.0030518,0.02280408517,481.0030518,0.0229828991,481.0030518,0.02281540819,481.0030518,0.0232144855,481.0030518,0.02282334678,
480.5458679,0.02332719602,480.5458679,0.02304081805,480.5458679,0.022802094,480.5458679,0.02293841355,480.5458679,0.02268193662,480.5458679,0.0226755552,480.5458679,0.02292790636,480.5458679,0.02277265862,
479.9362488,0.02308834344,479.9362488,0.0225433521,479.9362488,0.02240767516,479.9362488,0.02236477658,479.9362488,0.02223724686,479.9362488,0.02235818096,479.9362488,0.02267879993,479.9362488,0.02239042148,
479.4789734,0.02302266657,479.4789734,0.02251682431,479.4789734,0.02221910097,479.4789734,0.0221880693,479.4789734,0.02234583534,479.4789734,0.02226547338,479.4789734,0.02280531451,479.4789734,0.02225612849,
479.021637,0.02288743854,479.021637,0.02291379869,479.021637,0.02259982191,479.021637,0.02246459015,479.021637,0.02249520458,479.021637,0.02231708355,479.021637,0.0226518549,479.021637,0.02240192518,
478.56427,0.02304859646,478.56427,0.02251557074,478.56427,0.02236962691,478.56427,0.02228184976,478.56427,0.02227803506,478.56427,0.02232498676,478.56427,0.0228251759,478.56427,0.02238968574,
477.9544067,0.02270375565,477.9544067,0.02243087068,477.9544067,0.02225825377,477.9544067,0.02247593179,477.9544067,0.02238878794,477.9544067,0.02224506624,477.9544067,0.02260928415,477.9544067,0.02216532268,
477.4969482,0.02298576385,477.4969482,0.02252903953,477.4969482,0.02234261855,477.4969482,0.02256554738,477.4969482,0.02236256748,477.4969482,0.02229631878,477.4969482,0.02276395634,477.4969482,0.02227917872,
477.0394287,0.02278321609,477.0394287,0.02244567312,477.0394287,0.0223332718,477.0394287,0.02244120277,477.0394287,0.02219678834,477.0394287,0.0222964827,477.0394287,0.02277443185,477.0394287,0.02218877897,
476.4293823,0.02258831635,476.4293823,0.02243310586,476.4293823,0.02261345647,476.4293823,0.02242482081,476.4293823,0.02235744521,476.4293823,0.0222234875,476.4293823,0.02270296589,476.4293823,0.02221327089,
475.9717712,0.02274352498,475.9717712,0.02253108285,475.9717712,0.02228800766,475.9717712,0.02276600339,475.9717712,0.02253198437,475.9717712,0.0223663561,475.9717712,0.0225000307,475.9717712,0.02230920829,
475.5141296,0.02312208712,475.5141296,0.02266682684,475.5141296,0.02243771404,475.5141296,0.02242599241,475.5141296,0.02252762206,475.5141296,0.02230768278,475.5141296,0.0227319058,475.5141296,0.02255684882,
475.0564575,0.02299821004,475.0564575,0.02271316573,475.0564575,0.0227432251,475.0564575,0.02271663025,475.0564575,0.02263055556,475.0564575,0.02247773111,475.0564575,0.0227829162,475.0564575,0.02267457172,
474.446167,0.02312817425,474.446167,0.02291538194,474.446167,0.02282926813,474.446167,0.02291928418,474.446167,0.02264612727,474.446167,0.02271965705,474.446167,0.02309565991,474.446167,0.02282351069,
473.9883728,0.02329182625,473.9883728,0.02297555655,473.9883728,0.02302181907,473.9883728,0.0230158139,473.9883728,0.02276491188,473.9883728,0.02257620916,473.9883728,0.02328374237,473.9883728,0.02275814675,
473.5305786,0.02363153175,473.5305786,0.02302749641,473.5305786,0.02319392189,473.5305786,0.02328786626,473.5305786,0.02295184135,473.5305786,0.02288296446,473.5305786,0.02340365574,473.5305786,0.02289016731,
473.0727234,0.02366761304,473.0727234,0.02319176495,473.0727234,0.02306467481,473.0727234,0.02314294502,473.0727234,0.02308632247,473.0727234,0.02301726118,473.0727234,0.02338294871,473.0727234,0.02322849259,
472.4621582,0.02417438664,472.4621582,0.02366963588,472.4621582,0.0235814862,472.4621582,0.02355123311,472.4621582,0.02350800112,472.4621582,0.02356620878,472.4621582,0.02378262952,472.4621582,0.02332036756,
472.0042114,0.02448421717,472.0042114,0.02395763248,472.0042114,0.023714168,472.0042114,0.02376597747,472.0042114,0.02377653308,472.0042114,0.02367316186,472.0042114,0.02390128747,472.0042114,0.02372884937,
471.5462341,0.02432112955,471.5462341,0.02398589067,471.5462341,0.02408093587,471.5462341,0.02415188961,471.5462341,0.02399740741,471.5462341,0.02401746064,471.5462341,0.02426960878,471.5462341,0.02408503927,
470.9355164,0.02451867238,470.9355164,0.02436039038,470.9355164,0.02441033348,470.9355164,0.02446321212,470.9355164,0.02428915352,470.9355164,0.0245512668,470.9355164,0.02458087727,470.9355164,0.0242943,
470.477417,0.02508263104,470.477417,0.02463103831,470.477417,0.02439146675,470.477417,0.02424344048,470.477417,0.02410662919,470.477417,0.02434623428,470.477417,0.0244607199,470.477417,0.02433416061,
470.0192871,0.02551215328,470.0192871,0.02523420751,470.0192871,0.02502054535,470.0192871,0.02500187047,470.0192871,0.02522918768,470.0192871,0.02494958416,470.0192871,0.0253095217,470.0192871,0.02502759174,
469.5611267,0.02580266818,469.5611267,0.02546996251,469.5611267,0.02543416992,469.5611267,0.02510421351,469.5611267,0.02515443414,469.5611267,0.02518288046,469.5611267,0.02533298358,469.5611267,0.02511496469,
468.9501648,0.0263716802,468.9501648,0.0260404069,468.9501648,0.02590874396,468.9501648,0.02595639229,468.9501648,0.02557793446,468.9501648,0.02582813427,468.9501648,0.02601512149,468.9501648,0.02549066022,
468.4918823,0.02685234882,468.4918823,0.02637916245,468.4918823,0.02622405067,468.4918823,0.02635666169,468.4918823,0.02590453997,468.4918823,0.0259021502,468.4918823,0.02639302611,468.4918823,0.02605706453,
468.0335999,0.02701209113,468.0335999,0.02669227682,468.0335999,0.02646678127,468.0335999,0.02634571493,468.0335999,0.02632349171,468.0335999,0.02630828135,468.0335999,0.02654445544,468.0335999,0.0261765644,
467.5752258,0.02725283802,467.5752258,0.02716963552,467.5752258,0.02677563578,467.5752258,0.02692794427,467.5752258,0.02698658407,467.5752258,0.02675834671,467.5752258,0.02704900689,467.5752258,0.02679818682,
466.9640503,0.02790429629,466.9640503,0.02743495442,466.9640503,0.02753105946,466.9640503,0.02729672007,466.9640503,0.02744410746,466.9640503,0.0272020977,466.9640503,0.02758423798,466.9640503,0.02741052397,
466.5056152,0.02828398533,466.5056152,0.02793074027,466.5056152,0.02812109515,466.5056152,0.02790545486,466.5056152,0.0277277492,466.5056152,0.02775363252,466.5056152,0.02777449414,466.5056152,0.02772281133,
466.0471191,0.02862712182,466.0471191,0.02861233056,466.0471191,0.02815271728,466.0471191,0.02790611796,466.0471191,0.02822572179,466.0471191,0.02816174924,466.0471191,0.02843881212,466.0471191,0.02819821052,
465.4357605,0.029226318,465.4357605,0.02886832319,465.4357605,0.02882588655,465.4357605,0.02873289585,465.4357605,0.02884159982,465.4357605,0.02827760391,465.4357605,0.02850890718,465.4357605,0.02838287689,
464.9771729,0.02982872725,464.9771729,0.02931902744,464.9771729,0.029130999,464.9771729,0.02894695476,464.9771729,0.02919899113,464.9771729,0.02912003733,464.9771729,0.02934619598,464.9771729,0.02896862105,
464.5185547,0.0295879636,464.5185547,0.02936516888,464.5185547,0.0295152273,464.5185547,0.02966204099,464.5185547,0.02960248478,464.5185547,0.02951916307,464.5185547,0.02968083322,464.5185547,0.02922847867,
464.059906,0.03039171547,464.059906,0.02996014245,464.059906,0.02962956019,464.059906,0.03006532602,464.059906,0.0297374893,464.059906,0.02988742851,464.059906,0.02975914069,464.059906,0.02966902591,
463.4483032,0.03079523519,463.4483032,0.03034807555,463.4483032,0.03043419495,463.4483032,0.03047109582,463.4483032,0.03020250238,463.4483032,0.03019550815,463.4483032,0.03030915931,463.4483032,0.03002502024,
462.989563,0.03098832257,462.989563,0.03086412698,462.989563,0.03075591661,462.989563,0.03103436157,462.989563,0.03050513938,462.989563,0.03060251102,462.989563,0.03067462333,462.989563,0.03042569943,
462.5307617,0.03140686452,462.5307617,0.03127409518,462.5307617,0.03088313714,462.5307617,0.03099802509,462.5307617,0.03092608042,462.5307617,0.03130149469,462.5307617,0.03113087825,462.5307617,0.03112587333,
462.0719299,0.03190077469,462.0719299,0.03177136183,462.0719299,0.03130903468,462.0719299,0.03148328513,462.0719299,0.03132689744,462.0719299,0.03119782172,462.0719299,0.03130792454,462.0719299,0.03091535158,
461.460083,0.03243320808,461.460083,0.03188709542,461.460083,0.03177241981,461.460083,0.03203212097,461.460083,0.03195440769,461.460083,0.03180645406,461.460083,0.03175261989,461.460083,0.03161080554,
461.0011597,0.03260255232,461.0011597,0.03216192126,461.0011597,0.03198703378,461.0011597,0.03222871572,461.0011597,0.03193300962,461.0011597,0.03178013489,461.0011597,0.03166735172,461.0011597,0.03197884187,
460.5422058,0.03255974874,460.5422058,0.0323321633,460.5422058,0.0321537815,460.5422058,0.0320346579,460.5422058,0.03224284947,460.5422058,0.03214207292,460.5422058,0.03223827854,460.5422058,0.03204558417,
459.9302063,0.03318538517,459.9302063,0.03268158436,459.9302063,0.03288679197,459.9302063,0.03266648576,459.9302063,0.03285063431,459.9302063,0.03297768906,459.9302063,0.03314515203,459.9302063,0.03272183239,
459.4711304,0.03358297795,459.4711304,0.03307220712,459.4711304,0.03330029547,459.4711304,0.03300394118,459.4711304,0.03281138092,459.4711304,0.03315738589,459.4711304,0.03308055922,459.4711304,0.03306458145,
459.0120544,0.03407738358,459.0120544,0.03355358541,459.0120544,0.03384857997,459.0120544,0.03347881511,459.0120544,0.03331376612,459.0120544,0.03357299417,459.0120544,0.03362532333,459.0120544,0.0335492529,
458.5529175,0.03427952528,458.5529175,0.03396587819,458.5529175,0.03376818821,458.5529175,0.0336558111,458.5529175,0.03365231305,458.5529175,0.03383570537,458.5529175,0.03393567353,458.5529175,0.03382429108,
457.9406738,0.03450547159,457.9406738,0.03435891867,457.9406738,0.03404031321,457.9406738,0.03422361612,457.9406738,0.03399865702,457.9406738,0.03406777978,457.9406738,0.03391443193,457.9406738,0.03405738994,
457.4814453,0.03469410539,457.4814453,0.03447590768,457.4814453,0.03435673192,457.4814453,0.0342498906,457.4814453,0.0343645215,457.4814453,0.03459541872,457.4814453,0.03429540992,457.4814453,0.03429826722,
457.0221558,0.03522270545,457.0221558,0.03441955149,457.0221558,0.03457459062,457.0221558,0.03453476354,457.0221558,0.03420042619,457.0221558,0.03440422565,457.0221558,0.0342903398,457.0221558,0.03433331102,
456.5628662,0.03525279835,456.5628662,0.03490781412,456.5628662,0.03487448767,456.5628662,0.0346949175,456.5628662,0.03478010744,456.5628662,0.03490172699,456.5628662,0.03512154147,456.5628662,0.03504433855,
455.9503784,0.03541041166,455.9503784,0.03500061855,455.9503784,0.03530095145,455.9503784,0.03515693545,455.9503784,0.03513130918,455.9503784,0.03512914851,455.9503784,0.03502368554,455.9503784,0.03488284722,
455.4909668,0.03571684286,455.4909668,0.03499565274,455.4909668,0.03564928472,455.4909668,0.03536224738,455.4909668,0.0352175124,455.4909668,0.03522433341,455.4909668,0.0350244157,455.4909668,0.03519799933,
455.0315552,0.03611299396,455.0315552,0.03543102741,455.0315552,0.03546576947,455.0315552,0.03536994383,455.0315552,0.03519788757,455.0315552,0.03558319807,455.0315552,0.0355197601,455.0315552,0.03552274033,
454.572052,0.03594699875,454.572052,0.03557547182,454.572052,0.03565400466,454.572052,0.03565260023,454.572052,0.03549793363,454.572052,0.03557013348,454.572052,0.0357051231,454.572052,0.03528205305,
453.9593506,0.0363529548,453.9593506,0.03597565368,453.9593506,0.03591904789,453.9593506,0.03564183787,453.9593506,0.03590125218,453.9593506,0.03618892282,453.9593506,0.03539796919,453.9593506,0.0357494764,
453.4997864,0.03635036573,453.4997864,0.03584324941,453.4997864,0.03608461097,453.4997864,0.03575470299,453.4997864,0.03608798608,453.4997864,0.03630176187,453.4997864,0.03565043584,453.4997864,0.03588857129,
453.0401917,0.03658181429,453.0401917,0.03622946888,453.0401917,0.03609625623,453.0401917,0.0360121578,453.0401917,0.03619159758,453.0401917,0.03616000339,453.0401917,0.03621098399,453.0401917,0.03643867001,
452.4273071,0.0367969051,452.4273071,0.03657494485,452.4273071,0.0365075618,452.4273071,0.0364048034,452.4273071,0.0360705182,452.4273071,0.03653923795,452.4273071,0.03648872674,452.4273071,0.03614441678,
451.9675903,0.03687938303,451.9675903,0.03687895834,451.9675903,0.0366370976,451.9675903,0.03651556,451.9675903,0.0364260301,451.9675903,0.03642048314,451.9675903,0.03629247472,451.9675903,0.03663340956,
451.5078735,0.03708201647,451.5078735,0.03712106496,451.5078735,0.03669202328,451.5078735,0.03671430424,451.5078735,0.03653309867,451.5078735,0.03661127388,451.5078735,0.03685418889,451.5078735,0.03668655828,
451.0480652,0.03724407405,451.0480652,0.03711816296,451.0480652,0.03695378453,451.0480652,0.03677687421,451.0480652,0.03668931872,451.0480652,0.0366176106,451.0480652,0.03642656654,451.0480652,0.03677225485,
