pp_mecn_1mM,,pp_mecn_500uM,,pp_mecn_250uM,,pp_mecn_125uM,,pp_mecn_62uM,,pp_mecn_31uM,,pp_mecn_15uM,,pp_mecn_7uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
695.491333,0.00720476266,695.491333,0.007107656449,695.491333,0.007152627688,695.491333,0.007251692005,695.491333,0.007361520547,695.491333,0.007359203417,695.491333,0.007013623603,695.491333,0.007335903589,
695.0587158,0.007661452983,695.0587158,0.007881186903,695.0587158,0.007878656499,695.0587158,0.007986982353,695.0587158,0.007855881937,695.0587158,0.007667776197,695.0587158,0.007804459892,695.0587158,0.007594932802,
694.4818115,0.008351308294,694.4818115,0.008291726932,694.4818115,0.008234924637,694.4818115,0.008480235934,694.4818115,0.008315500803,694.4818115,0.008336029947,694.4818115,0.00824737642,694.4818115,0.008181900717,
694.0490723,0.008759863675,694.0490723,0.00875991676,694.0490723,0.008586203679,694.0490723,0.008425678127,694.0490723,0.008806512691,694.0490723,0.00860096328,694.0490723,0.008477754891,694.0490723,0.008791349828,
693.4719849,0.009472289123,693.4719849,0.009464854375,693.4719849,0.009281313047,693.4719849,0.009442287497,693.4719849,0.009090712294,693.4719849,0.009327435866,693.4719849,0.009461071342,693.4719849,0.009281392209,
693.0391235,0.01027861889,693.0391235,0.009712344036,693.0391235,0.009668404236,693.0391235,0.0101020718,693.0391235,0.009775324725,693.0391235,0.009689923376,693.0391235,0.009681691416,693.0391235,0.01001202408,
692.461853,0.01043784246,692.461853,0.01029605977,692.461853,0.01032214332,692.461853,0.01046669297,692.461853,0.01065235399,692.461853,0.01058770809,692.461853,0.01048143674,692.461853,0.01059418079,
692.0288086,0.01060537435,692.0288086,0.01056975126,692.0288086,0.01060102414,692.0288086,0.01067877747,692.0288086,0.01069504116,692.0288086,0.01073245145,692.0288086,0.01047549676,692.0288086,0.01042241044,
691.451355,0.01161732059,691.451355,0.01105970796,691.451355,0.01097705495,691.451355,0.01129046734,691.451355,0.01133672427,691.451355,0.01132120751,691.451355,0.01137395203,691.451355,0.01122835651,
691.0181885,0.01152873971,691.0181885,0.01164103765,691.0181885,0.01148998458,691.0181885,0.01182286628,691.0181885,0.0113676805,691.0181885,0.01216572057,691.0181885,0.01139250025,691.0181885,0.01184494514,
690.4405518,0.01204256061,690.4405518,0.01189626288,690.4405518,0.01198585052,690.4405518,0.01183739025,690.4405518,0.01206358615,690.4405518,0.01178376563,690.4405518,0.01168969925,690.4405518,0.01251593232,
690.0072632,0.0122270342,690.0072632,0.01243558526,690.0072632,0.01234936714,690.0072632,0.01254492067,690.0072632,0.01251313463,690.0072632,0.01224213094,690.0072632,0.012328621,690.0072632,0.01231780834,
689.4294434,0.01289647911,689.4294434,0.01278961357,689.4294434,0.01254681312,689.4294434,0.01267595217,689.4294434,0.01221377496,689.4294434,0.0126801366,689.4294434,0.01221324224,689.4294434,0.01239328645,
688.9959717,0.01297072414,688.9959717,0.0129471207,688.9959717,0.01294250693,688.9959717,0.01301198546,688.9959717,0.01309337374,688.9959717,0.01317837834,688.9959717,0.01275071967,688.9959717,0.01274160296,
688.5625,0.01337972563,688.5625,0.01305871923,688.5625,0.01342129335,688.5625,0.01334667765,688.5625,0.01314214431,688.5625,0.01358867064,688.5625,0.01354868989,688.5625,0.01353461575,
687.984375,0.01371678524,687.984375,0.01339472923,687.984375,0.01363600139,687.984375,0.01400854811,687.984375,0.01356703788,687.984375,0.01357961725,687.984375,0.0137152886,687.984375,0.01379811764,
687.5507202,0.01391242165,687.5507202,0.01391616371,687.5507202,0.01390966866,687.5507202,0.01392335352,687.5507202,0.0138486512,687.5507202,0.01387516316,687.5507202,0.01404183358,687.5507202,0.01410076581,
686.9724731,0.01438438427,686.9724731,0.01460026577,686.9724731,0.01473864075,686.9724731,0.01447272114,686.9724731,0.01429515705,686.9724731,0.0143114496,686.9724731,0.01433084533,686.9724731,0.01455946919,
686.5386963,0.01486653183,686.5386963,0.01462861709,686.5386963,0.01425952464,686.5386963,0.01471681613,686.5386963,0.01476657204,686.5386963,0.01467608847,686.5386963,0.01452341303,686.5386963,0.01463354379,
685.9602051,0.01545089018,685.9602051,0.01540110912,685.9602051,0.01547146495,685.9602051,0.01544356812,685.9602051,0.01548884716,685.9602051,0.01548820361,685.9602051,0.01538437326,685.9602051,0.01556643471,
685.5263062,0.01569776423,685.5263062,0.01581436582,685.5263062,0.01563230902,685.5263062,0.01592066325,685.5263062,0.01588551514,685.5263062,0.01575839706,685.5263062,0.01548037026,685.5263062,0.01578856818,
684.9476318,0.01539129298,684.9476318,0.01519657113,684.9476318,0.01544270944,684.9476318,0.01591464877,684.9476318,0.01576269045,684.9476318,0.0153055042,684.9476318,0.01554690208,684.9476318,0.01534827612,
684.5136108,0.016266983,684.5136108,0.01633455046,684.5136108,0.01620324329,684.5136108,0.01603294723,684.5136108,0.01609134488,684.5136108,0.01628920808,684.5136108,0.01603388786,684.5136108,0.01599496976,
683.9347534,0.01645917445,683.9347534,0.01612769067,683.9347534,0.01626276411,683.9347534,0.01639836282,683.9347534,0.01668819413,683.9347534,0.01636704616,683.9347534,0.0163935516,683.9347534,0.01629151963,
683.5005493,0.01605757885,683.5005493,0.01587987505,683.5005493,0.01600568555,683.5005493,0.01633441634,683.5005493,0.01611162536,683.5005493,0.01575496048,683.5005493,0.01605217904,683.5005493,0.01633024961,
683.0662842,0.01607439294,683.0662842,0.0162193384,683.0662842,0.01610300317,683.0662842,0.0162578728,683.0662842,0.0164547395,683.0662842,0.01640266366,683.0662842,0.016467724,683.0662842,0.01654788107,
682.4871826,0.01687688567,682.4871826,0.0160547588,682.4871826,0.01627853885,682.4871826,0.01682540588,682.4871826,0.01640185714,682.4871826,0.01643059589,682.4871826,0.01660344191,682.4871826,0.01693345793,
682.0527954,0.01670094579,682.0527954,0.01670907065,682.0527954,0.01661409251,682.0527954,0.01645403914,682.0527954,0.01635207422,682.0527954,0.01672609895,682.0527954,0.01680834778,682.0527954,0.01654293202,
681.4735107,0.01714638248,681.4735107,0.01656379923,681.4735107,0.0165417213,681.4735107,0.01661742665,681.4735107,0.01666691713,681.4735107,0.01661691628,681.4735107,0.01647990383,681.4735107,0.01666689105,
681.0390015,0.01715502702,681.0390015,0.01673285104,681.0390015,0.01685764454,681.0390015,0.01700947247,681.0390015,0.01689863019,681.0390015,0.01679252647,681.0390015,0.01677086577,681.0390015,0.01689941064,
680.4595337,0.01790486462,680.4595337,0.0170556698,680.4595337,0.01697579771,680.4595337,0.01700486988,680.4595337,0.01733958349,680.4595337,0.01702244952,680.4595337,0.01706867479,680.4595337,0.01694939286,
680.0248413,0.01755882613,680.0248413,0.0172271207,680.0248413,0.01752319373,680.0248413,0.017493736,680.0248413,0.01767506637,680.0248413,0.01726493798,680.0248413,0.01754518598,680.0248413,0.01721351966,
679.4451904,0.01789256372,679.4451904,0.01747799851,679.4451904,0.01765910536,679.4451904,0.0174019821,679.4451904,0.01787322201,679.4451904,0.01740944572,679.4451904,0.01739982516,679.4451904,0.01756321825,
679.010376,0.01764349639,679.010376,0.01745536178,679.010376,0.01749988087,679.010376,0.01776329242,679.010376,0.01751106605,679.010376,0.01745859534,679.010376,0.01774989069,679.010376,0.01768698357,
678.430542,0.01765538566,678.430542,0.01778578386,678.430542,0.01801585592,678.430542,0.01762395166,678.430542,0.01801879704,678.430542,0.01767226309,678.430542,0.01753014699,678.430542,0.01811078936,
677.9956055,0.01814449951,677.9956055,0.01780959778,677.9956055,0.01743197069,677.9956055,0.01776458696,677.9956055,0.01817065291,677.9956055,0.01780236885,677.9956055,0.01776639372,677.9956055,0.01784749143,
677.5606079,0.01796143502,677.5606079,0.0179831814,677.5606079,0.01794403419,677.5606079,0.01815024763,677.5606079,0.01834014244,677.5606079,0.01780277304,677.5606079,0.01779980771,677.5606079,0.01794087701,
676.9805298,0.01787818596,676.9805298,0.01785488054,676.9805298,0.01810830645,676.9805298,0.01822531596,676.9805298,0.01849254407,676.9805298,0.01805765368,676.9805298,0.01779702865,676.9805298,0.01835661381,
676.5454102,0.01804494299,676.5454102,0.01813845336,676.5454102,0.01801402122,676.5454102,0.01858023368,676.5454102,0.01872309856,676.5454102,0.01793124713,676.5454102,0.01833871193,676.5454102,0.01832288876,
675.9650879,0.01832615584,675.9650879,0.01814541779,675.9650879,0.01849524677,675.9650879,0.01884922199,675.9650879,0.01855183952,675.9650879,0.01853906177,675.9650879,0.01820790395,675.9650879,0.01832188852,
675.5298462,0.01848184876,675.5298462,0.01831689477,675.5298462,0.01868115738,675.5298462,0.01824939623,675.5298462,0.01846877486,675.5298462,0.01818495989,675.5298462,0.01835024171,675.5298462,0.01833733357,
674.9494019,0.0188100785,674.9494019,0.01844284497,674.9494019,0.01840487309,674.9494019,0.01833968423,674.9494019,0.0183772184,674.9494019,0.01834519207,674.9494019,0.0185491927,674.9494019,0.01871101931,
674.5139771,0.01886890456,674.5139771,0.01857418194,674.5139771,0.01821853966,674.5139771,0.01862424798,674.5139771,0.0183843486,674.5139771,0.01834624447,674.5139771,0.01847109757,674.5139771,0.01885373704,
673.9333496,0.01866078191,673.9333496,0.01858066767,673.9333496,0.01867456362,673.9333496,0.01891773194,673.9333496,0.01835445501,673.9333496,0.0188752301,673.9333496,0.01876026206,673.9333496,0.01845678315,
673.4977417,0.0187582355,673.4977417,0.01861930266,673.4977417,0.01871890947,673.4977417,0.01825765707,673.4977417,0.01882099919,673.4977417,0.01873912662,673.4977417,0.01841367595,673.4977417,0.018857738,
673.0621338,0.01889902167,673.0621338,0.01889826544,673.0621338,0.01851277798,673.0621338,0.01884178817,673.0621338,0.01880045608,673.0621338,0.0184177272,673.0621338,0.01895959117,673.0621338,0.01877391152,
672.4812622,0.01913958602,672.4812622,0.01864970289,672.4812622,0.01838121563,672.4812622,0.01888669282,672.4812622,0.01901721954,672.4812622,0.01872672141,672.4812622,0.01882586628,672.4812622,0.01900772564,
672.0455322,0.01878277771,672.0455322,0.01857912727,672.0455322,0.01867675222,672.0455322,0.01914153434,672.0455322,0.01898303628,672.0455322,0.01866275445,672.0455322,0.01870172285,672.0455322,0.01900842972,
671.4644165,0.01927938685,671.4644165,0.01869939826,671.4644165,0.01903712377,671.4644165,0.01898314431,671.4644165,0.01930658519,671.4644165,0.0189888496,671.4644165,0.01881302521,671.4644165,0.01920492202,
671.0285645,0.01909443736,671.0285645,0.01903271489,671.0285645,0.01868545264,671.0285645,0.01911513135,671.0285645,0.01916139014,671.0285645,0.01936009154,671.0285645,0.01890291646,671.0285645,0.01862770692,
670.4472656,0.01986909471,670.4472656,0.01936534233,670.4472656,0.01975416206,670.4472656,0.01944145933,670.4472656,0.01970252953,670.4472656,0.01968909428,670.4472656,0.01941008493,670.4472656,0.01994790323,
670.0112915,0.01947102137,670.0112915,0.01950548775,670.0112915,0.01946785487,670.0112915,0.01990074664,670.0112915,0.0197342243,670.0112915,0.01961399056,670.0112915,0.01966344565,670.0112915,0.01988069341,
669.4298096,0.01898276433,669.4298096,0.01898476668,669.4298096,0.01916964166,669.4298096,0.01935224235,669.4298096,0.01901789568,669.4298096,0.0187275596,669.4298096,0.01911507733,669.4298096,0.01929548942,
668.9936523,0.01916390657,668.9936523,0.01894658431,668.9936523,0.01935172826,668.9936523,0.01902157255,668.9936523,0.01905608363,668.9936523,0.01915124618,668.9936523,0.01970960014,668.9936523,0.01908067055,
668.5574951,0.01922699995,668.5574951,0.0188676063,668.5574951,0.01880469918,668.5574951,0.01905053854,668.5574951,0.01904688776,668.5574951,0.01908288896,668.5574951,0.01888996549,668.5574951,0.01891719177,
667.975769,0.0193447452,667.975769,0.01967167854,667.975769,0.01934068464,667.975769,0.01974757947,667.975769,0.0196023453,667.975769,0.01929908805,667.975769,0.01932772063,667.975769,0.01913606934,
667.5394287,0.01987844333,667.5394287,0.01919748262,667.5394287,0.01926390827,667.5394287,0.0192523282,667.5394287,0.01949963905,667.5394287,0.01901007816,667.5394287,0.01892754808,667.5394287,0.01913409494,
666.9575195,0.01787999272,666.9575195,0.0178211946,666.9575195,0.01792968251,666.9575195,0.01791468263,666.9575195,0.01854354702,666.9575195,0.01775671355,666.9575195,0.01788719557,666.9575195,0.01812341996,
666.5210571,0.01836755127,666.5210571,0.01777923107,666.5210571,0.01781277917,666.5210571,0.01802602783,666.5210571,0.01805290394,666.5210571,0.01786844805,666.5210571,0.01780665666,666.5210571,0.01792086102,
665.9390259,0.01796850376,665.9390259,0.01744657569,665.9390259,0.01762114838,665.9390259,0.01771165431,665.9390259,0.01761626825,665.9390259,0.01744547114,665.9390259,0.0173017066,665.9390259,0.01741884835,
665.5023804,0.01758019999,665.5023804,0.01736903004,665.5023804,0.01743312925,665.5023804,0.01742760651,665.5023804,0.01782143675,665.5023804,0.01730267704,665.5023804,0.01754823327,665.5023804,0.01737977937,
665.0657349,0.0180438105,665.0657349,0.01791530289,665.0657349,0.01802513748,665.0657349,0.01784778759,665.0657349,0.01824253984,665.0657349,0.01804305427,665.0657349,0.01785701141,665.0657349,0.01794163324,
664.4833984,0.01791303791,664.4833984,0.01776329242,664.4833984,0.01772659272,664.4833984,0.01760486513,664.4833984,0.01788619719,664.4833984,0.01791411638,664.4833984,0.01771909557,664.4833984,0.01785002649,
664.0465698,0.01766937785,664.0465698,0.01732697524,664.0465698,0.01747683994,664.0465698,0.01764492504,664.0465698,0.01760049909,664.0465698,0.01772880368,664.0465698,0.01763101481,664.0465698,0.01766031981,
663.4641113,0.01688633114,663.4641113,0.01721319743,663.4641113,0.01699665934,663.4641113,0.01687903889,663.4641113,0.01714153588,663.4641113,0.01699246094,663.4641113,0.01710098423,663.4641113,0.0169695802,
663.0271606,0.0170980487,663.0271606,0.01715405658,663.0271606,0.01688649319,663.0271606,0.01695092581,663.0271606,0.01696190797,663.0271606,0.01687449031,663.0271606,0.01696376503,663.0271606,0.01702201739,
662.444458,0.01692436077,662.444458,0.01658082381,662.444458,0.01678884029,662.444458,0.01676863432,662.444458,0.0167874936,662.444458,0.01643040776,662.444458,0.01667568646,662.444458,0.01693620346,
662.0073853,0.01664946042,662.0073853,0.01653551124,662.0073853,0.01656326279,662.0073853,0.01658122614,662.0073853,0.01659846492,662.0073853,0.01692156121,662.0073853,0.01663840562,662.0073853,0.01704072766,
661.5702515,0.01655672677,661.5702515,0.0166255217,661.5702515,0.01642634906,661.5702515,0.01664287038,661.5702515,0.01693165489,661.5702515,0.01678396948,661.5702515,0.0168275591,661.5702515,0.01681806147,
660.9873657,0.01670099981,660.9873657,0.01637669653,660.9873657,0.01636900939,660.9873657,0.016717894,660.9873657,0.01663829759,660.9873657,0.01642352529,660.9873657,0.01670654118,660.9873657,0.01635315083,
660.5500488,0.01629307866,660.5500488,0.01669508219,660.5500488,0.01665933244,660.5500488,0.01673298515,660.5500488,0.01701824926,660.5500488,0.01631686464,660.5500488,0.01649818756,660.5500488,0.01635933295,
659.96698,0.01649192348,659.96698,0.01628963836,659.96698,0.01654618606,659.96698,0.01637809537,659.96698,0.01644699648,659.96698,0.016484797,659.96698,0.01643008552,659.96698,0.01619902439,
659.529541,0.01659478061,659.529541,0.01643492468,659.529541,0.01646608487,659.529541,0.01629904471,659.529541,0.01655694284,659.529541,0.01632616483,659.529541,0.01646543853,659.529541,0.01659741625,
658.9462891,0.01640446484,658.9462891,0.0164196007,658.9462891,0.01635341905,658.9462891,0.01610286906,658.9462891,0.0163558647,658.9462891,0.01639529876,658.9462891,0.01645035669,658.9462891,0.01631135494,
658.508728,0.01685086265,658.508728,0.01635280065,658.508728,0.01627394371,658.508728,0.01649619825,658.508728,0.01651633717,658.508728,0.01642693952,658.508728,0.01621243358,658.508728,0.01630743034,
658.071167,0.01656148769,658.071167,0.01640973426,658.071167,0.01658604108,658.071167,0.01624193788,658.071167,0.01653112657,658.071167,0.01642683148,658.071167,0.01614958793,658.071167,0.01625908352,
657.4876099,0.01632433571,657.4876099,0.01624277048,657.4876099,0.01645369083,657.4876099,0.01620203443,657.4876099,0.01642849855,657.4876099,0.01631030627,657.4876099,0.01621820964,657.4876099,0.01625851914,
657.0498657,0.01623538136,657.0498657,0.01633737236,657.0498657,0.01670258678,657.0498657,0.01629017666,657.0498657,0.01608650945,657.0498657,0.01648961008,657.0498657,0.01652811468,657.0498657,0.0162767116,
656.4661865,0.01638446562,656.4661865,0.01618999615,656.4661865,0.0162077304,656.4661865,0.01585227437,656.4661865,0.01632401347,656.4661865,0.01602062024,656.4661865,0.01634210348,656.4661865,0.01628412865,
656.0283203,0.01618892141,656.0283203,0.01610332541,656.0283203,0.01609910838,656.0283203,0.01623927802,656.0283203,0.01634328626,656.0283203,0.01643589139,656.0283203,0.0163242016,656.0283203,0.01645129733,
655.444397,0.01629490592,655.444397,0.01643836498,655.444397,0.01604627073,655.444397,0.01616732031,655.444397,0.01644175313,655.444397,0.01642309502,655.444397,0.01625601947,655.444397,0.0160986241,
655.0064087,0.01622353122,655.0064087,0.01620611921,655.0064087,0.01624747366,655.0064087,0.01615224779,655.0064087,0.01658614911,655.0064087,0.01627687365,655.0064087,0.01632576063,655.0064087,0.01612336561,
654.5683594,0.01673352346,654.5683594,0.01666083932,654.5683594,0.01665236615,654.5683594,0.01657240652,654.5683594,0.01670110784,654.5683594,0.01657649316,654.5683594,0.01686095446,654.5683594,0.01695450582,
653.9842529,0.0163739007,653.9842529,0.01622371934,653.9842529,0.01622452401,653.9842529,0.01636210084,653.9842529,0.01623314992,653.9842529,0.0162401367,653.9842529,0.01599121094,653.9842529,0.01636984199,
653.5460815,0.01610601135,653.5460815,0.01638043299,653.5460815,0.01620896719,653.5460815,0.01596505195,653.5460815,0.01608065329,653.5460815,0.01618298329,653.5460815,0.01569325477,653.5460815,0.01639236882,
652.961731,0.01625811495,652.961731,0.01605601981,652.961731,0.01607834175,652.961731,0.01576464996,652.961731,0.0160365738,652.961731,0.01629216596,652.961731,0.01634895615,652.961731,0.01608930342,
652.5234375,0.0159502551,652.5234375,0.01586798206,652.5234375,0.01605209894,652.5234375,0.01595570706,652.5234375,0.01618532091,652.5234375,0.01594359614,652.5234375,0.01613244601,652.5234375,0.01598782651,
651.9389038,0.01613346674,651.9389038,0.01639150828,651.9389038,0.01617438532,651.9389038,0.01591531932,651.9389038,0.01658380777,651.9389038,0.01616597548,651.9389038,0.01615971513,651.9389038,0.01628738083,
651.5004883,0.0162047483,651.5004883,0.01609889232,651.5004883,0.01637667045,651.5004883,0.01612140425,651.5004883,0.01583715901,651.5004883,0.01620343141,651.5004883,0.01603082567,651.5004883,0.01628243551,
651.0620117,0.01591083407,651.0620117,0.01598957181,651.0620117,0.01584430039,651.0620117,0.0159769766,651.0620117,0.01621554978,651.0620117,0.01610560901,651.0620117,0.01604377292,651.0620117,0.0163106285,
650.4772339,0.0164682623,650.4772339,0.01587609015,650.4772339,0.01591523923,650.4772339,0.01586263813,650.4772339,0.01593532413,650.4772339,0.01611718722,650.4772339,0.01581506431,650.4772339,0.01592353545,
650.0385742,0.01608207636,650.0385742,0.01624776982,650.0385742,0.01638416946,650.0385742,0.01637411676,650.0385742,0.01611474156,650.0385742,0.01599738747,650.0385742,0.01617019437,650.0385742,0.01608908735,
649.4536743,0.01615219377,649.4536743,0.01594249532,649.4536743,0.01607651636,649.4536743,0.01593508199,649.4536743,0.01592090353,649.4536743,0.01593564637,649.4536743,0.0159144327,649.4536743,0.01600445062,
649.0148926,0.01606512628,649.0148926,0.01604909077,649.0148926,0.01590691507,649.0148926,0.01574940421,649.0148926,0.01653045416,649.0148926,0.01619698294,649.0148926,0.01586800814,649.0148926,0.01592984609,
648.4298096,0.01653521508,648.4298096,0.0164541211,648.4298096,0.01637500338,648.4298096,0.01650316268,648.4298096,0.01676015928,648.4298096,0.01680353098,648.4298096,0.01639137417,648.4298096,0.0164002981,
647.9909058,0.01671181433,647.9909058,0.01657224447,647.9909058,0.01645804569,647.9909058,0.01660981588,647.9909058,0.01633317955,647.9909058,0.01644003205,647.9909058,0.0165008232,647.9909058,0.01653618179,
647.5519409,0.01662484929,647.5519409,0.01653379016,647.5519409,0.01650673896,647.5519409,0.01637258381,647.5519409,0.01645541005,647.5519409,0.01622138172,647.5519409,0.01664308645,647.5519409,0.01671870053,
646.9666138,0.01671399362,646.9666138,0.0164491199,646.9666138,0.01660459861,646.9666138,0.0162430387,646.9666138,0.01684034057,646.9666138,0.01672763191,646.9666138,0.01638473384,646.9666138,0.01672946103,
646.5275269,0.0167703554,646.5275269,0.01665995084,646.5275269,0.01643379591,646.5275269,0.01631844975,646.5275269,0.01662511937,646.5275269,0.01648799703,646.5275269,0.01661279984,646.5275269,0.01666721329,
645.9420166,0.01611439325,645.9420166,0.0162199568,645.9420166,0.01639196463,645.9420166,0.01585238241,645.9420166,0.01580698416,645.9420166,0.01608761027,645.9420166,0.01593548618,645.9420166,0.01588065363,
645.5028076,0.0161534287,645.5028076,0.01631495543,645.5028076,0.01602980494,645.5028076,0.01566950232,645.5028076,0.01589448191,645.5028076,0.01591263339,645.5028076,0.01579656824,645.5028076,0.01630229689,
645.0635376,0.01619042642,645.0635376,0.01618024334,645.0635376,0.01589515433,645.0635376,0.0157877095,645.0635376,0.0158524625,645.0635376,0.01598065533,645.0635376,0.01578376256,645.0635376,0.01608761027,
644.4777832,0.01617583632,644.4777832,0.01613663696,644.4777832,0.01607624814,644.4777832,0.01567240246,644.4777832,0.01595186628,644.4777832,0.01612951793,644.4777832,0.01556571014,644.4777832,0.01591550745,
644.0383911,0.01628214121,644.0383911,0.01584282517,644.0383911,0.01610031724,644.0383911,0.01610308327,644.0383911,0.01574205048,644.0383911,0.01572924666,644.0383911,0.0158530809,644.0383911,0.01627802849,
643.4523926,0.01594163477,643.4523926,0.01601183601,643.4523926,0.0160016045,643.4523926,0.01591752097,643.4523926,0.01625427231,643.4523926,0.01607149281,643.4523926,0.01571880467,643.4523926,0.01572401263,
643.0128784,0.01552213915,643.0128784,0.01620840281,643.0128784,0.01608720794,643.0128784,0.01597541943,643.0128784,0.01592085138,643.0128784,0.01606767811,643.0128784,0.01602405682,643.0128784,0.01607383043,
642.4267578,0.01621611416,642.4267578,0.01585584506,642.4267578,0.01612022333,642.4267578,0.01564846374,642.4267578,0.01582652889,642.4267578,0.01613145322,642.4267578,0.01585251652,642.4267578,0.01591341197,
641.9871216,0.01619598828,641.9871216,0.01603007317,641.9871216,0.01617196761,641.9871216,0.01579474285,641.9871216,0.0157406535,641.9871216,0.01593672112,641.9871216,0.01580956206,641.9871216,0.01620977186,
641.5474243,0.01606585272,641.5474243,0.01600931212,641.5474243,0.01589571685,641.5474243,0.01591929421,641.5474243,0.0158550404,641.5474243,0.01607536152,641.5474243,0.01580644771,641.5474243,0.0163752716,
640.9609985,0.01616863534,640.9609985,0.01579850167,640.9609985,0.01605843753,640.9609985,0.01602274179,640.9609985,0.01589901932,640.9609985,0.01581404544,640.9609985,0.01608594507,640.9609985,0.01610950381,
640.5211792,0.01632205211,640.5211792,0.01583608612,640.5211792,0.01591932029,640.5211792,0.01589150168,640.5211792,0.01615195163,640.5211792,0.0160645619,640.5211792,0.01587635837,640.5211792,0.01570651308,
639.9346313,0.01624134742,639.9346313,0.01592799276,639.9346313,0.01604500785,639.9346313,0.01597861387,639.9346313,0.0157036148,639.9346313,0.01568552479,639.9346313,0.01585895941,639.9346313,0.01583909243,
639.4946899,0.01630837098,639.4946899,0.01564744301,639.4946899,0.01606902108,639.4946899,0.01564465277,639.4946899,0.01605983451,639.4946899,0.01588997059,639.4946899,0.01571671292,639.4946899,0.01606934331,
639.0546265,0.01609268785,639.0546265,0.01580803096,639.0546265,0.01614955999,639.0546265,0.01607200317,639.0546265,0.01632780395,639.0546265,0.01600206085,639.0546265,0.0159064848,639.0546265,0.01589840278,
638.4678345,0.01631987467,638.4678345,0.01617360674,638.4678345,0.01589241438,638.4678345,0.01571829617,638.4678345,0.01607804745,638.4678345,0.01593390107,638.4678345,0.0161398612,638.4678345,0.01594517939,
638.02771,0.01588881761,638.02771,0.01575195417,638.02771,0.0159545783,638.02771,0.01574867964,638.02771,0.0158206746,638.02771,0.01588615775,638.02771,0.01594587788,638.02771,0.01621544175,
637.4407349,0.01611151919,637.4407349,0.01599566825,637.4407349,0.01602967083,637.4407349,0.01587351225,637.4407349,0.01597839966,637.4407349,0.01587415673,637.4407349,0.01597869582,637.4407349,0.01615361683,
637.0004272,0.01632382534,637.0004272,0.01600990258,637.0004272,0.01604438946,637.0004272,0.01560799684,637.0004272,0.01590919681,637.0004272,0.01599781774,637.0004272,0.01583232731,637.0004272,0.01575324312,
636.5601196,0.01594751701,636.5601196,0.01611659676,636.5601196,0.0159571562,636.5601196,0.01600635797,636.5601196,0.01592130773,636.5601196,0.01585243642,636.5601196,0.01569752209,636.5601196,0.01607270166,
635.9729004,0.01609392278,635.9729004,0.01584062353,635.9729004,0.01601844467,635.9729004,0.01584572345,635.9729004,0.01610840298,635.9729004,0.01580940001,635.9729004,0.01582419313,635.9729004,0.01613008231,
635.5324097,0.01583766937,635.5324097,0.01573689654,635.5324097,0.01597488113,635.5324097,0.01573998295,635.5324097,0.01594762318,635.5324097,0.01589276455,635.5324097,0.01595713012,635.5324097,0.01605419442,
634.9450684,0.01597627811,634.9450684,0.0158694312,634.9450684,0.01588675007,634.9450684,0.01579297148,634.9450684,0.01593672112,634.9450684,0.01574025117,634.9450684,0.01608521864,634.9450684,0.01581264846,
634.5044556,0.01610469446,634.5044556,0.0157954134,634.5044556,0.01592361741,634.5044556,0.01601116545,634.5044556,0.01600353792,634.5044556,0.01585469022,634.5044556,0.01603224874,634.5044556,0.01577071659,
634.0637817,0.0159636829,634.0637817,0.01581272855,634.0637817,0.01620493643,634.0637817,0.01577184536,634.0637817,0.01587300189,634.0637817,0.01571147889,634.0637817,0.01599021628,634.0637817,0.01621348038,
633.4761963,0.01599830016,633.4761963,0.01605113223,633.4761963,0.01589716785,633.4761963,0.01607460901,633.4761963,0.01571257785,633.4761963,0.0158175882,633.4761963,0.01590006799,633.4761963,0.01590449736,
633.0354004,0.01612556912,633.0354004,0.01591233909,633.0354004,0.01595801674,633.0354004,0.01594985276,633.0354004,0.01576156355,633.0354004,0.01581699774,633.0354004,0.01577694528,633.0354004,0.01594021171,
632.4476318,0.01586556435,632.4476318,0.01574180834,632.4476318,0.01594907418,632.4476318,0.01612409204,632.4476318,0.01583224721,632.4476318,0.0157924071,632.4476318,0.01602574997,632.4476318,0.01590267196,
632.0067139,0.01598500647,632.0067139,0.01582862251,632.0067139,0.01601522043,632.0067139,0.01616033353,632.0067139,0.01582349464,632.0067139,0.01584623381,632.0067139,0.01583901234,632.0067139,0.01582816616,
631.5657349,0.01582671516,631.5657349,0.01583052799,631.5657349,0.01576073095,631.5657349,0.01595264487,631.5657349,0.01584537514,631.5657349,0.01592093147,631.5657349,0.0158620216,631.5657349,0.01593250409,
630.9776611,0.01590326242,630.9776611,0.01615995727,630.9776611,0.01579192467,630.9776611,0.01609550789,630.9776611,0.01593425125,630.9776611,0.01599652693,630.9776611,0.01605177671,630.9776611,0.01597402245,
630.5366211,0.01590755954,630.5366211,0.01604377292,630.5366211,0.01597412862,630.5366211,0.01577227376,630.5366211,0.01582298428,630.5366211,0.01589915529,630.5366211,0.01578247547,630.5366211,0.01589614712,
629.9483643,0.01615700312,629.9483643,0.01597241126,629.9483643,0.01606203802,629.9483643,0.01601677947,629.9483643,0.0158625301,629.9483643,0.01597243734,629.9483643,0.01610335149,629.9483643,0.0159196686,
