pmppp_10uM,,pmppp_20uM,,pmppp_30uM,,pmppp_40uM,,pmppp_50uM,,pmppp_60uM,,pmppp_70uM,,pmppp_80uM,,pmppp_90uM,,pmppp_100uM,,pmppp_110uM,,pmppp_120uM,,pmppp_130uM,,pmppp_140uM,,pmppp_150uM,,pmppp_160uM,,pmppp_170uM,,pmppp_180uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
428.4717102,0.03465715051,428.4717102,0.03174785525,428.4717102,0.03410457075,428.4717102,0.0335607715,428.4717102,0.03185169026,428.4717102,0.03250177577,428.4717102,0.04107156768,428.4717102,0.03760401905,428.4717102,0.03338070959,428.4717102,0.03270700946,428.4717102,0.03259161487,428.4717102,0.03188651055,428.4717102,0.03305340931,428.4717102,0.03228032589,428.4717102,0.03420594335,428.4717102,0.03453871235,428.4717102,0.0322149992,428.4717102,0.03174947202,
428.0100098,0.03472152725,428.0100098,0.03162308037,428.0100098,0.0337843895,428.0100098,0.03333271667,428.0100098,0.03173031285,428.0100098,0.03213273361,428.0100098,0.04119473323,428.0100098,0.03768009692,428.0100098,0.0333154723,428.0100098,0.0329515487,428.0100098,0.03202501684,428.0100098,0.03194732964,428.0100098,0.03274223581,428.0100098,0.03183349967,428.0100098,0.0340651758,428.0100098,0.03415881097,428.0100098,0.03187876567,428.0100098,0.03160423413,
427.5483093,0.03467417136,427.5483093,0.03168734536,427.5483093,0.03363102674,427.5483093,0.03324110433,427.5483093,0.03175779805,427.5483093,0.03208044544,427.5483093,0.04110352322,427.5483093,0.03725761175,427.5483093,0.0334710665,427.5483093,0.0324746035,427.5483093,0.03229608014,427.5483093,0.03201236576,427.5483093,0.03253985569,427.5483093,0.03196407482,427.5483093,0.03404610977,427.5483093,0.03417359665,427.5483093,0.0318846181,427.5483093,0.03192649037,
426.9326172,0.03476221487,426.9326172,0.03161968663,426.9326172,0.03384362534,426.9326172,0.03322657198,426.9326172,0.03134670854,426.9326172,0.03234181181,426.9326172,0.04104226455,426.9326172,0.03741217405,426.9326172,0.03314668685,426.9326172,0.03302961215,426.9326172,0.03184469789,426.9326172,0.03164151311,426.9326172,0.03237078711,426.9326172,0.03189244494,426.9326172,0.03401035815,426.9326172,0.033811979,426.9326172,0.03194278851,426.9326172,0.03183631599,
426.4707947,0.03451934829,426.4707947,0.03151902556,426.4707947,0.03334208205,426.4707947,0.03332835808,426.4707947,0.03146255016,426.4707947,0.03214254603,426.4707947,0.0409446843,426.4707947,0.03703239933,426.4707947,0.03305324167,426.4707947,0.03287090361,426.4707947,0.03158321604,426.4707947,0.03186831996,426.4707947,0.03193228319,426.4707947,0.03180233389,426.4707947,0.0338431783,426.4707947,0.03397253901,426.4707947,0.03180283308,426.4707947,0.03157781437,
426.0089417,0.03453209996,426.0089417,0.03149895743,426.0089417,0.0337568298,426.0089417,0.03353305906,426.0089417,0.03130909055,426.0089417,0.03240534291,426.0089417,0.0410949029,426.0089417,0.03720019013,426.0089417,0.03295246884,426.0089417,0.03314939886,426.0089417,0.03172415867,426.0089417,0.03161837533,426.0089417,0.03142815456,426.0089417,0.0316760689,426.0089417,0.0338219665,426.0089417,0.03380114958,426.0089417,0.03154955804,426.0089417,0.03177634627,
425.5470581,0.0349769406,425.5470581,0.03170413524,425.5470581,0.03379076719,425.5470581,0.03352970257,425.5470581,0.03160732612,425.5470581,0.03243064135,425.5470581,0.04110355303,425.5470581,0.03717119992,425.5470581,0.03338037431,425.5470581,0.03306452557,425.5470581,0.03210684285,425.5470581,0.03175013885,425.5470581,0.03147752583,425.5470581,0.03191239387,425.5470581,0.03422958404,425.5470581,0.03418622911,425.5470581,0.03180703893,425.5470581,0.03158836439,
424.9311523,0.03480257094,424.9311523,0.0314841494,424.9311523,0.03369614854,424.9311523,0.03333288431,424.9311523,0.03155312315,424.9311523,0.03254535422,424.9311523,0.04135098681,424.9311523,0.03731174022,424.9311523,0.03326661885,424.9311523,0.03282625973,424.9311523,0.03190704435,424.9311523,0.03167264163,424.9311523,0.03140603006,424.9311523,0.03183901682,424.9311523,0.03403434902,424.9311523,0.03403717652,424.9311523,0.03179709613,424.9311523,0.03173685446,
424.4692078,0.03496268764,424.4692078,0.03142064065,424.4692078,0.03359883651,424.4692078,0.03340525553,424.4692078,0.03146104887,424.4692078,0.03244846687,424.4692078,0.04109726474,424.4692078,0.03722435981,424.4692078,0.03324890137,424.4692078,0.03283913061,424.4692078,0.03190520406,424.4692078,0.03156317025,424.4692078,0.03124474548,424.4692078,0.03169898316,424.4692078,0.03413898498,424.4692078,0.03395521268,424.4692078,0.03181208298,424.4692078,0.03163650259,
424.0072021,0.03401282057,424.0072021,0.0311820507,424.0072021,0.03301025555,424.0072021,0.03289846331,424.0072021,0.03123239614,424.0072021,0.03199815378,424.0072021,0.04044757783,424.0072021,0.0374096632,424.0072021,0.03305310011,424.0072021,0.03244297206,424.0072021,0.03187302873,424.0072021,0.03109506145,424.0072021,0.03103614226,424.0072021,0.03162934631,424.0072021,0.03356057778,424.0072021,0.03375551477,424.0072021,0.03189877048,424.0072021,0.03155206516,
423.5451355,0.03420370445,423.5451355,0.03080634959,423.5451355,0.03336047381,423.5451355,0.03307547793,423.5451355,0.03093483672,423.5451355,0.03182887658,423.5451355,0.0403624028,423.5451355,0.03739569709,423.5451355,0.03289544955,423.5451355,0.03244961053,423.5451355,0.03163833916,423.5451355,0.03141329437,423.5451355,0.03111436032,423.5451355,0.03140302747,423.5451355,0.03366406262,423.5451355,0.03407802433,423.5451355,0.0315977186,423.5451355,0.0310028065,
422.9290466,0.03417214006,422.9290466,0.0308277756,422.9290466,0.0330100581,422.9290466,0.03307203948,422.9290466,0.03084356152,422.9290466,0.03175793961,422.9290466,0.0400535576,422.9290466,0.03705328703,422.9290466,0.03287048638,422.9290466,0.03251734003,422.9290466,0.03138471767,422.9290466,0.03113174066,422.9290466,0.03097975999,422.9290466,0.03166693449,422.9290466,0.03359117359,422.9290466,0.03363415971,422.9290466,0.03181586787,422.9290466,0.03135989606,
422.4668884,0.03438912332,422.4668884,0.03067926317,422.4668884,0.03325236589,422.4668884,0.03292295337,422.4668884,0.03110443242,422.4668884,0.0315272063,422.4668884,0.04020446166,422.4668884,0.03690922633,422.4668884,0.03272914514,422.4668884,0.03249761835,422.4668884,0.03132589534,422.4668884,0.03124282695,422.4668884,0.03071079403,422.4668884,0.03158505261,422.4668884,0.03335658833,422.4668884,0.03351603076,422.4668884,0.03129498661,422.4668884,0.03138685971,
422.0047302,0.03438878432,422.0047302,0.03136184439,422.0047302,0.03334473446,422.0047302,0.03298000619,422.0047302,0.03104948811,422.0047302,0.03164722025,422.0047302,0.04068287089,422.0047302,0.03714286163,422.0047302,0.03300567344,422.0047302,0.03276878223,422.0047302,0.03169778734,422.0047302,0.03143892437,422.0047302,0.03106252849,422.0047302,0.03150196373,422.0047302,0.03362193704,422.0047302,0.03375408798,422.0047302,0.03154098615,422.0047302,0.0314081721,
421.5425415,0.03429748118,421.5425415,0.03098340146,421.5425415,0.03333950788,421.5425415,0.03285660967,421.5425415,0.03120956011,421.5425415,0.03170561045,421.5425415,0.04038598388,421.5425415,0.03695423529,421.5425415,0.03312598541,421.5425415,0.03263447434,421.5425415,0.03148239478,421.5425415,0.03133735806,421.5425415,0.03091965988,421.5425415,0.03164343536,421.5425415,0.03368590772,421.5425415,0.03370800987,421.5425415,0.03137628362,421.5425415,0.03110982664,
420.9262085,0.03401257098,420.9262085,0.03099869192,420.9262085,0.03315065429,420.9262085,0.03240023926,420.9262085,0.03100302815,420.9262085,0.03195853159,420.9262085,0.04023200646,420.9262085,0.03670013696,420.9262085,0.03286169097,420.9262085,0.03267979622,420.9262085,0.03135761246,420.9262085,0.03134389594,420.9262085,0.03060512245,420.9262085,0.03142250329,420.9262085,0.03330619261,420.9262085,0.03343953192,420.9262085,0.0312548168,420.9262085,0.0312348716,
420.4639282,0.03396769613,420.4639282,0.03085306659,420.4639282,0.03333173692,420.4639282,0.03273076192,420.4639282,0.03079020604,420.4639282,0.03125745803,420.4639282,0.04064168036,420.4639282,0.036640957,420.4639282,0.032614775,420.4639282,0.03298670799,420.4639282,0.03131624311,420.4639282,0.03103013523,420.4639282,0.03076591901,420.4639282,0.03138173744,420.4639282,0.03333716094,420.4639282,0.03346209228,420.4639282,0.03155454248,420.4639282,0.03119473346,
420.0015869,0.03435622901,420.0015869,0.03099015728,420.0015869,0.03304810077,420.0015869,0.03257805482,420.0015869,0.03079690225,420.0015869,0.03145420179,420.0015869,0.0401590839,420.0015869,0.03674103692,420.0015869,0.03269863501,420.0015869,0.03286473453,420.0015869,0.0313170217,420.0015869,0.03097186424,420.0015869,0.03054757416,420.0015869,0.03107954562,420.0015869,0.03346413374,420.0015869,0.03350789472,420.0015869,0.03135550022,420.0015869,0.03126788884,
419.5392456,0.03395229951,419.5392456,0.03088244237,419.5392456,0.03306595236,419.5392456,0.03246852383,419.5392456,0.03064573184,419.5392456,0.03133429959,419.5392456,0.0400887318,419.5392456,0.03713380918,419.5392456,0.03283941001,419.5392456,0.03259041533,419.5392456,0.03116981313,419.5392456,0.03111394309,419.5392456,0.030686846,419.5392456,0.03109342046,419.5392456,0.03341825679,419.5392456,0.0332319662,419.5392456,0.03104200773,419.5392456,0.0308186058,
419.0768433,0.03390315175,419.0768433,0.03041656502,419.0768433,0.03297282755,419.0768433,0.03239828721,419.0768433,0.03045343608,419.0768433,0.03136042506,419.0768433,0.04030539468,419.0768433,0.03707790002,419.0768433,0.03246520087,419.0768433,0.03272730112,419.0768433,0.03116939589,419.0768433,0.03092063405,419.0768433,0.03072610311,419.0768433,0.03111372143,419.0768433,0.03330446035,419.0768433,0.03320499882,419.0768433,0.03095321171,419.0768433,0.03082043864,
418.4602661,0.03368727863,418.4602661,0.03045027144,418.4602661,0.03289547563,418.4602661,0.03242852166,418.4602661,0.0303939376,418.4602661,0.03139423206,418.4602661,0.04020931572,418.4602661,0.03675301,418.4602661,0.03268124908,418.4602661,0.03239951283,418.4602661,0.03106169403,418.4602661,0.03076814301,418.4602661,0.03064859472,418.4602661,0.03116630949,418.4602661,0.03313841671,418.4602661,0.03317088261,418.4602661,0.03080607206,418.4602661,0.03079037182,
417.9977722,0.03375140205,417.9977722,0.03032253869,417.9977722,0.03267485648,417.9977722,0.03249926493,417.9977722,0.03036037274,417.9977722,0.03118538857,417.9977722,0.04040694982,417.9977722,0.03667292744,417.9977722,0.03235525265,417.9977722,0.03236010671,417.9977722,0.0310424529,417.9977722,0.03099616244,417.9977722,0.03050469607,417.9977722,0.03116786666,417.9977722,0.03327396885,417.9977722,0.03305617347,417.9977722,0.03083830886,417.9977722,0.0307472758,
417.5352478,0.0336971283,417.5352478,0.03064109385,417.5352478,0.03256772831,417.5352478,0.03231517971,417.5352478,0.03031096235,417.5352478,0.03112350963,417.5352478,0.0401340723,417.5352478,0.03668123484,417.5352478,0.03229574487,417.5352478,0.03252730146,417.5352478,0.03075441532,417.5352478,0.03091407381,417.5352478,0.03024537861,417.5352478,0.03102716058,417.5352478,0.03308153898,417.5352478,0.03299802169,417.5352478,0.03073682822,417.5352478,0.03079073317,
417.0726929,0.03350948542,417.0726929,0.03034474514,417.0726929,0.03245312348,417.0726929,0.03219442442,417.0726929,0.03030835465,417.0726929,0.03123690188,417.0726929,0.04027574137,417.0726929,0.03670495376,417.0726929,0.03208908811,417.0726929,0.03184224665,417.0726929,0.03064270504,417.0726929,0.03061837144,417.0726929,0.03021426685,417.0726929,0.03104278632,417.0726929,0.03310053423,417.0726929,0.03299888596,417.0726929,0.03093775548,417.0726929,0.03075013682,
416.4559021,0.03351706639,416.4559021,0.03024640493,416.4559021,0.03238297626,416.4559021,0.03205154464,416.4559021,0.03027976491,416.4559021,0.03101779148,416.4559021,0.03981937468,416.4559021,0.0363246426,416.4559021,0.03192988783,416.4559021,0.03181197122,416.4559021,0.03090656921,416.4559021,0.03054957464,416.4559021,0.03010299988,416.4559021,0.03101398237,416.4559021,0.03275616467,416.4559021,0.03291485459,416.4559021,0.03049969673,416.4559021,0.03050569631,
415.9932556,0.03358529881,415.9932556,0.02994317003,415.9932556,0.0323959738,415.9932556,0.03202682734,415.9932556,0.03007661738,415.9932556,0.03095765971,415.9932556,0.03954850882,415.9932556,0.03657001629,415.9932556,0.03222450614,415.9932556,0.03140672669,415.9932556,0.03065253794,415.9932556,0.03063814901,415.9932556,0.03011640161,415.9932556,0.03068162315,415.9932556,0.03274226189,415.9932556,0.03272163495,415.9932556,0.0306075383,415.9932556,0.03027668409,
415.5305786,0.03304670379,415.5305786,0.03003625385,415.5305786,0.03221789747,415.5305786,0.03175743669,415.5305786,0.03028628789,415.5305786,0.03074119054,415.5305786,0.03955590725,415.5305786,0.03621312231,415.5305786,0.03179180622,415.5305786,0.03166172653,415.5305786,0.030600233,415.5305786,0.03045113198,415.5305786,0.03003816865,415.5305786,0.03090376034,415.5305786,0.03260174394,415.5305786,0.03276065737,415.5305786,0.03052716143,415.5305786,0.03011997975,
415.0678711,0.03290795907,415.0678711,0.02970389463,415.0678711,0.03206180036,415.0678711,0.03201587498,415.0678711,0.03020646982,415.0678711,0.03087182529,415.0678711,0.03966321424,415.0678711,0.03641564399,415.0678711,0.03166921809,415.0678711,0.03158399463,415.0678711,0.03050783463,415.0678711,0.03033147566,415.0678711,0.0299633611,415.0678711,0.03095501848,415.0678711,0.03258701041,415.0678711,0.03272339329,415.0678711,0.03031262755,415.0678711,0.0299993623,
414.4508667,0.03280875459,414.4508667,0.02973862551,414.4508667,0.03206709772,414.4508667,0.03166208789,414.4508667,0.0304504931,414.4508667,0.03052235767,414.4508667,0.03927033395,414.4508667,0.03582958505,414.4508667,0.03156771138,414.4508667,0.03189818561,414.4508667,0.03061092831,414.4508667,0.03036406636,414.4508667,0.02975647897,414.4508667,0.03110204078,414.4508667,0.03229817003,414.4508667,0.03233062848,414.4508667,0.03025112301,414.4508667,0.03013576753,
413.9880981,0.03292222694,413.9880981,0.02995800786,413.9880981,0.03216125071,413.9880981,0.03179500625,413.9880981,0.03002668358,413.9880981,0.03021196462,413.9880981,0.03963303939,413.9880981,0.03582494706,413.9880981,0.03151579574,413.9880981,0.03172170743,413.9880981,0.03053827025,413.9880981,0.0302084405,413.9880981,0.02974561229,413.9880981,0.03050761111,413.9880981,0.03222024068,413.9880981,0.03238331154,413.9880981,0.03025783971,413.9880981,0.03005944565,
413.5252686,0.03258081526,413.5252686,0.0295682326,413.5252686,0.03199313581,413.5252686,0.03148801625,413.5252686,0.02969369292,413.5252686,0.03027718328,413.5252686,0.03949804232,413.5252686,0.03569554165,413.5252686,0.03134164214,413.5252686,0.03134860098,413.5252686,0.03020516597,413.5252686,0.03004499152,413.5252686,0.02964660339,413.5252686,0.0302741304,413.5252686,0.03245806322,413.5252686,0.03208047524,413.5252686,0.03018807247,413.5252686,0.02980430238,
413.0623779,0.0325140506,413.0623779,0.02934650145,413.0623779,0.03185475618,413.0623779,0.03148270026,413.0623779,0.02969139256,413.0623779,0.03027102165,413.0623779,0.03934641927,413.0623779,0.03571880981,413.0623779,0.03120391257,413.0623779,0.03098668158,413.0623779,0.03009994887,413.0623779,0.02984034456,413.0623779,0.02952184901,413.0623779,0.03046037816,413.0623779,0.03202966973,413.0623779,0.03212980926,413.0623779,0.02979983762,413.0623779,0.02964956872,
412.4451904,0.0322740525,412.4451904,0.02907882258,412.4451904,0.03139245138,412.4451904,0.03089950792,412.4451904,0.02955861762,412.4451904,0.02984439395,412.4451904,0.03876304999,412.4451904,0.0350683853,412.4451904,0.03095354512,412.4451904,0.03077778406,412.4451904,0.0298770573,412.4451904,0.02947145328,412.4451904,0.02938294969,412.4451904,0.03006110899,412.4451904,0.03173841536,412.4451904,0.0317566283,412.4451904,0.02937308885,412.4451904,0.02928682044,
411.9822388,0.03213744611,411.9822388,0.02890011109,411.9822388,0.03135886788,411.9822388,0.03063292615,411.9822388,0.02942159027,411.9822388,0.0293886289,411.9822388,0.03859428689,411.9822388,0.03511199728,411.9822388,0.03099157475,411.9822388,0.03063612059,411.9822388,0.03002255037,411.9822388,0.02925345302,411.9822388,0.02893826552,411.9822388,0.02970209159,411.9822388,0.03149789944,411.9822388,0.03137494996,411.9822388,0.02973091975,411.9822388,0.02905972488,
411.5192566,0.03212492913,411.5192566,0.02892279811,411.5192566,0.03111897595,411.5192566,0.0308123529,411.5192566,0.02949647047,411.5192566,0.02946391888,411.5192566,0.03853267059,411.5192566,0.03525159135,411.5192566,0.03084008768,411.5192566,0.03040426411,411.5192566,0.0297795441,411.5192566,0.02942668647,411.5192566,0.02886481024,411.5192566,0.03021091036,411.5192566,0.03146511316,411.5192566,0.03126944974,411.5192566,0.02917568013,411.5192566,0.0287231598,
411.0562134,0.03203750029,411.0562134,0.02895345725,411.0562134,0.03107409552,411.0562134,0.0309751723,411.0562134,0.02973061427,411.0562134,0.0296575781,411.0562134,0.03870933503,411.0562134,0.03485841304,411.0562134,0.03084292263,411.0562134,0.03016659431,411.0562134,0.02956404909,411.0562134,0.02945530228,411.0562134,0.02888575196,411.0562134,0.02989668958,411.0562134,0.03146380559,411.0562134,0.03141738474,411.0562134,0.02956305258,411.0562134,0.02924794331,
410.4388123,0.032101769,410.4388123,0.02888055146,410.4388123,0.03116469644,410.4388123,0.0309912134,410.4388123,0.02969433181,410.4388123,0.02987819538,410.4388123,0.03867880255,410.4388123,0.03486778215,410.4388123,0.03093917295,410.4388123,0.03034741059,410.4388123,0.02970641665,410.4388123,0.02912452258,410.4388123,0.02904256433,410.4388123,0.02962462604,410.4388123,0.03142442554,410.4388123,0.03155913576,410.4388123,0.02956344001,410.4388123,0.02915619127,
409.975708,0.0321152322,409.975708,0.02877562679,409.975708,0.03119573556,409.975708,0.03080423921,409.975708,0.02946937643,409.975708,0.02967675775,409.975708,0.03862506896,409.975708,0.03505823016,409.975708,0.03059434518,409.975708,0.03007922508,409.975708,0.02959503047,409.975708,0.02932872064,409.975708,0.02870875224,409.975708,0.02960899659,409.975708,0.03165671602,409.975708,0.03134609386,409.975708,0.02890525758,409.975708,0.02881899849,
409.5125732,0.03200868517,409.5125732,0.02862009965,409.5125732,0.03126644343,409.5125732,0.0308796633,409.5125732,0.02959286794,409.5125732,0.02936671861,409.5125732,0.03848037124,409.5125732,0.03492141888,409.5125732,0.0306205377,409.5125732,0.02994009107,409.5125732,0.02934353799,409.5125732,0.02909274586,409.5125732,0.02871696651,409.5125732,0.02929894999,409.5125732,0.0313815698,409.5125732,0.03126218915,409.5125732,0.02935212292,409.5125732,0.0289917551,
409.0493774,0.03216261789,409.0493774,0.02858769521,409.0493774,0.03088255413,409.0493774,0.03057168052,409.0493774,0.02962720394,409.0493774,0.02935519814,409.0493774,0.0388946794,409.0493774,0.03480439633,409.0493774,0.03058523498,409.0493774,0.02983920835,409.0493774,0.02899537981,409.0493774,0.02943992801,409.0493774,0.02884940058,409.0493774,0.02930097282,409.0493774,0.03116998076,409.0493774,0.03121275827,409.0493774,0.02910055034,409.0493774,0.02890929766,
408.4317627,0.03170491382,408.4317627,0.02842551842,408.4317627,0.03076427989,408.4317627,0.03054046445,408.4317627,0.02887418866,408.4317627,0.02892694995,408.4317627,0.03816878796,408.4317627,0.03456965834,408.4317627,0.03001259267,408.4317627,0.02966387011,408.4317627,0.02910827287,408.4317627,0.02889836766,408.4317627,0.02841203287,408.4317627,0.02887565456,408.4317627,0.03097837046,408.4317627,0.03083430603,408.4317627,0.02882765792,408.4317627,0.02852447145,
407.9685059,0.03168046847,407.9685059,0.02834269963,407.9685059,0.03055540659,407.9685059,0.03028964624,407.9685059,0.02881753258,407.9685059,0.02894789539,407.9685059,0.0384946838,407.9685059,0.0346682556,407.9685059,0.02995997667,407.9685059,0.0295971632,407.9685059,0.02889117412,407.9685059,0.02888937667,407.9685059,0.02829163894,407.9685059,0.02904389426,407.9685059,0.03124324419,407.9685059,0.03067084588,407.9685059,0.02877042629,407.9685059,0.02860215493,
407.5052185,0.03165785596,407.5052185,0.02812294476,407.5052185,0.0306175109,407.5052185,0.03014825284,407.5052185,0.02831020579,407.5052185,0.02859593369,407.5052185,0.03790056333,407.5052185,0.03461352736,407.5052185,0.03020139225,407.5052185,0.02961578593,407.5052185,0.02891574427,407.5052185,0.02869697101,407.5052185,0.02830647491,407.5052185,0.02884165384,407.5052185,0.0307646133,407.5052185,0.03061392717,407.5052185,0.02836812101,407.5052185,0.02818124928,
407.0419006,0.03154093027,407.0419006,0.02806644328,407.0419006,0.03047578782,407.0419006,0.03000532463,407.0419006,0.02827619575,407.0419006,0.0284197703,407.0419006,0.03793590143,407.0419006,0.03429482132,407.0419006,0.02994976938,407.0419006,0.02944269776,407.0419006,0.02856933884,407.0419006,0.02878373116,407.0419006,0.02795017511,407.0419006,0.028484473,407.0419006,0.03063473292,407.0419006,0.03060312197,407.0419006,0.02813385427,407.0419006,0.02811731026,
406.4240723,0.0315416269,406.4240723,0.02780217305,406.4240723,0.03016914614,406.4240723,0.0296712704,406.4240723,0.02793769725,406.4240723,0.02842836641,406.4240723,0.0376826115,406.4240723,0.03418068215,406.4240723,0.02951650321,406.4240723,0.02933985367,406.4240723,0.02850232832,406.4240723,0.02874935232,406.4240723,0.02823094279,406.4240723,0.02831523493,406.4240723,0.03042844683,406.4240723,0.03058334626,406.4240723,0.02791776694,406.4240723,0.02805915289,
405.9606628,0.03134537116,405.9606628,0.02786242217,405.9606628,0.0298788324,405.9606628,0.0297305882,405.9606628,0.02790045924,405.9606628,0.02826975845,405.9606628,0.0375566557,405.9606628,0.0340657346,405.9606628,0.02963856608,405.9606628,0.02918728068,405.9606628,0.02825058438,405.9606628,0.02834891714,405.9606628,0.0277616065,405.9606628,0.02827992477,405.9606628,0.03048953414,405.9606628,0.03035937436,405.9606628,0.02813407592,405.9606628,0.02788207494,
405.4971924,0.03137005121,405.4971924,0.02755753696,405.4971924,0.02982917055,405.4971924,0.02959062345,405.4971924,0.02775752358,405.4971924,0.02831509523,405.4971924,0.03752956167,405.4971924,0.03372322768,405.4971924,0.02944045514,405.4971924,0.0288472157,405.4971924,0.02795533836,405.4971924,0.0281948112,405.4971924,0.02760478668,405.4971924,0.02821856737,405.4971924,0.03021149337,405.4971924,0.03010236286,405.4971924,0.02788494527,405.4971924,0.02765849791,
405.0337219,0.03137239069,405.0337219,0.02731135674,405.0337219,0.02984015085,405.0337219,0.02940128744,405.0337219,0.02745924704,405.0337219,0.02813305333,405.0337219,0.03771434352,405.0337219,0.03354206309,405.0337219,0.02907663584,405.0337219,0.02898016013,405.0337219,0.02789405547,405.0337219,0.02824983932,405.0337219,0.02777532302,405.0337219,0.02802767418,405.0337219,0.02993532084,405.0337219,0.03007872589,405.0337219,0.02763413824,405.0337219,0.02791183069,
404.5702209,0.03090259433,404.5702209,0.02705151401,404.5702209,0.02967761829,404.5702209,0.0291156359,404.5702209,0.02742268331,404.5702209,0.02820274048,404.5702209,0.03763617203,404.5702209,0.03344819695,404.5702209,0.02906592377,404.5702209,0.02866677381,404.5702209,0.02806105837,404.5702209,0.02786275372,404.5702209,0.0272667855,404.5702209,0.02778624929,404.5702209,0.03006504849,404.5702209,0.02971165441,404.5702209,0.02750102617,404.5702209,0.02751997299,
403.9521179,0.03064392693,403.9521179,0.02699600533,403.9521179,0.02959164791,403.9521179,0.02897769772,403.9521179,0.02755265497,403.9521179,0.02774701081,403.9521179,0.03771143779,403.9521179,0.03332156315,403.9521179,0.0288647823,403.9521179,0.02827089094,403.9521179,0.02802935801,403.9521179,0.0272880923,403.9521179,0.02712706104,403.9521179,0.02737476304,403.9521179,0.02987187169,403.9521179,0.02977910079,403.9521179,0.02750378288,403.9521179,0.02709744126,
403.4885254,0.03055654466,403.4885254,0.02675944753,403.4885254,0.02942701988,403.4885254,0.0289100986,403.4885254,0.02690252289,403.4885254,0.02737432346,403.4885254,0.03746485338,403.4885254,0.03332447261,403.4885254,0.02871157229,403.4885254,0.02802850306,403.4885254,0.02770070918,403.4885254,0.0273383446,403.4885254,0.02685540542,403.4885254,0.02757872082,403.4885254,0.02978689037,403.4885254,0.02969652042,403.4885254,0.02722731605,403.4885254,0.02699168026,
403.0249023,0.03047181852,403.0249023,0.02662302554,403.0249023,0.02928604558,403.0249023,0.0287938267,403.0249023,0.0270135235,403.0249023,0.02744322643,403.0249023,0.03718857095,403.0249023,0.03282500431,403.0249023,0.02833264135,403.0249023,0.0280200541,403.0249023,0.02761229128,403.0249023,0.02713739499,403.0249023,0.02663841099,403.0249023,0.0276275184,403.0249023,0.02941990085,403.0249023,0.02944034338,403.0249023,0.02733514644,403.0249023,0.02678962238,
402.5612488,0.03008086234,402.5612488,0.02660133876,402.5612488,0.02926433645,402.5612488,0.02850315906,402.5612488,0.02675361186,402.5612488,0.02728175186,402.5612488,0.03680003434,402.5612488,0.03268881142,402.5612488,0.02819401026,402.5612488,0.02793123759,402.5612488,0.02753464505,402.5612488,0.02693138644,402.5612488,0.02659302764,402.5612488,0.02737914771,402.5612488,0.0293853879,402.5612488,0.02927109227,402.5612488,0.0267982129,402.5612488,0.0266059339,
401.9429626,0.02969056182,401.9429626,0.02637630142,401.9429626,0.02890877053,401.9429626,0.02844447829,401.9429626,0.02664127387,401.9429626,0.02710361406,401.9429626,0.0363842845,401.9429626,0.03261064366,401.9429626,0.02797551826,401.9429626,0.028133329,401.9429626,0.02717437409,401.9429626,0.02681016363,401.9429626,0.0263184309,401.9429626,0.02727455832,401.9429626,0.02912327647,401.9429626,0.02905441076,401.9429626,0.02664501593,401.9429626,0.02641500533,
401.4792175,0.02994738519,401.4792175,0.02618429065,401.4792175,0.02888021991,401.4792175,0.02834220231,401.4792175,0.02649060637,401.4792175,0.02679683641,401.4792175,0.03650004417,401.4792175,0.03255319223,401.4792175,0.02796003036,401.4792175,0.02807298675,401.4792175,0.02695041895,401.4792175,0.02654572204,401.4792175,0.02618929558,401.4792175,0.02695119008,401.4792175,0.02925306559,401.4792175,0.02904245444,401.4792175,0.0267263297,401.4792175,0.02637720853,
401.0154114,0.02980832197,401.0154114,0.0260494221,401.0154114,0.02874387614,401.0154114,0.02830639295,401.0154114,0.02618618868,401.0154114,0.02674637176,401.0154114,0.03646611795,401.0154114,0.03241549805,401.0154114,0.02803167887,401.0154114,0.02790760808,401.0154114,0.02668418363,401.0154114,0.0264330525,401.0154114,0.02616171911,401.0154114,0.02670493908,401.0154114,0.02898403443,401.0154114,0.02888865769,401.0154114,0.02655463666,401.0154114,0.0262417309,
400.5516052,0.02943303064,400.5516052,0.02566333115,400.5516052,0.02824577875,400.5516052,0.02805561759,400.5516052,0.02578582801,400.5516052,0.02655095048,400.5516052,0.0358174704,400.5516052,0.03237131611,400.5516052,0.02784285322,400.5516052,0.02808102407,400.5516052,0.02654093318,400.5516052,0.02611421235,400.5516052,0.02583035827,400.5516052,0.02660120092,400.5516052,0.02860804461,400.5516052,0.02852129191,400.5516052,0.02627101727,400.5516052,0.0259362217,
