pmppp_10uM,,pmppp_20uM,,pmppp_30uM,,pmppp_40uM,,pmppp_50uM,,pmppp_60uM,,pmppp_70uM,,pmppp_80uM,,pmppp_90uM,,pmppp_100uM,,pmppp_110uM,,pmppp_120uM,,pmppp_130uM,,pmppp_140uM,,pmppp_150uM,,pmppp_160uM,,pmppp_170uM,,pmppp_180uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
677.9956055,0.01466353051,677.9956055,0.01302791014,677.9956055,0.01458468568,677.9956055,0.0137490863,677.9956055,0.01347055472,677.9956055,0.01423146483,677.9956055,0.01740384102,677.9956055,0.01661210135,677.9956055,0.0172344204,677.9956055,0.01370922383,677.9956055,0.01399207953,677.9956055,0.01375207864,677.9956055,0.01348833833,677.9956055,0.01397617348,677.9956055,0.01569285244,677.9956055,0.01563939266,677.9956055,0.01364169084,677.9956055,0.0135559272,
677.5606079,0.01469793729,677.5606079,0.01355210878,677.5606079,0.01505839918,677.5606079,0.01448334567,677.5606079,0.01356989518,677.5606079,0.0140417004,677.5606079,0.01784142293,677.5606079,0.01643110625,677.5606079,0.01500239223,677.5606079,0.01429333817,677.5606079,0.0140844807,677.5606079,0.01378716249,677.5606079,0.01341638062,677.5606079,0.01399365719,677.5606079,0.01540242322,677.5606079,0.01579817943,677.5606079,0.01381532662,677.5606079,0.01368571445,
676.9805298,0.01493063848,676.9805298,0.01339699794,676.9805298,0.01494189072,676.9805298,0.01453960687,676.9805298,0.0136243552,676.9805298,0.01444911677,676.9805298,0.01745608822,676.9805298,0.01658633724,676.9805298,0.01470768452,676.9805298,0.01428022981,676.9805298,0.01403418742,676.9805298,0.01379111689,676.9805298,0.01386439241,676.9805298,0.01364655234,676.9805298,0.01583189704,676.9805298,0.01572258957,676.9805298,0.01439064555,676.9805298,0.013888794,
676.5454102,0.01478920318,676.5454102,0.01342786103,676.5454102,0.01521825884,676.5454102,0.01430492196,676.5454102,0.01375368237,676.5454102,0.01453101449,676.5454102,0.01755327359,676.5454102,0.01681098342,676.5454102,0.01487754099,676.5454102,0.01455505192,676.5454102,0.01372683048,676.5454102,0.01401889417,676.5454102,0.0138811497,676.5454102,0.01404464152,676.5454102,0.01579227298,676.5454102,0.01581726596,676.5454102,0.01414718851,676.5454102,0.01372477319,
675.9650879,0.01516665425,675.9650879,0.01385078952,675.9650879,0.01511344779,675.9650879,0.01462829579,675.9650879,0.01384461578,675.9650879,0.01458214223,675.9650879,0.01763926446,675.9650879,0.01678929664,675.9650879,0.01454862766,675.9650879,0.01476756297,675.9650879,0.01459223498,675.9650879,0.01395299751,675.9650879,0.01348868478,675.9650879,0.01410076581,675.9650879,0.01599013619,675.9650879,0.01573372819,675.9650879,0.01419658586,675.9650879,0.01400694437,
675.5298462,0.01458714809,675.5298462,0.01402905397,675.5298462,0.01522517577,675.5298462,0.01470040064,675.5298462,0.01390750334,675.5298462,0.01435727999,675.5298462,0.01794951037,675.5298462,0.01694993116,675.5298462,0.01516220439,675.5298462,0.01470500696,675.5298462,0.0145779131,675.5298462,0.01415507775,675.5298462,0.013616235,675.5298462,0.01429876871,675.5298462,0.01614440233,675.5298462,0.01606297679,675.5298462,0.01436003577,675.5298462,0.01390020642,
674.9494019,0.01511966623,674.9494019,0.01437879261,674.9494019,0.01523868833,674.9494019,0.01505609415,674.9494019,0.01401426923,674.9494019,0.01459362637,674.9494019,0.01772969402,674.9494019,0.01709753647,674.9494019,0.01537874155,674.9494019,0.01486567408,674.9494019,0.01455687266,674.9494019,0.01420434285,674.9494019,0.01372057851,674.9494019,0.01456559915,674.9494019,0.01641097106,674.9494019,0.01601825655,674.9494019,0.01442310493,674.9494019,0.01405378524,
674.5139771,0.01512926165,674.5139771,0.01423234679,674.5139771,0.01536114793,674.5139771,0.01483433414,674.5139771,0.01458348054,674.5139771,0.01438275259,674.5139771,0.01767595671,674.5139771,0.01684688032,674.5139771,0.01500962675,674.5139771,0.01487298775,674.5139771,0.01424384955,674.5139771,0.01414660085,674.5139771,0.01388986316,674.5139771,0.01472648233,674.5139771,0.01630345359,674.5139771,0.01633102819,674.5139771,0.01504797395,674.5139771,0.01430195197,
673.9333496,0.01502787508,673.9333496,0.01444585156,673.9333496,0.01516027469,673.9333496,0.0145876836,673.9333496,0.01444475446,673.9333496,0.01466845721,673.9333496,0.01788646728,673.9333496,0.01677250862,673.9333496,0.01572704501,673.9333496,0.01486345101,673.9333496,0.01443867944,673.9333496,0.01408453472,673.9333496,0.01388569362,673.9333496,0.01460736059,673.9333496,0.0160480421,673.9333496,0.01659085415,673.9333496,0.01504572295,673.9333496,0.01401913539,
673.4977417,0.0151553154,673.4977417,0.01416462567,673.4977417,0.01594222523,673.4977417,0.01498741284,673.4977417,0.0143560227,673.4977417,0.01480310317,673.4977417,0.0181111414,673.4977417,0.0173397176,673.4977417,0.01531971619,673.4977417,0.01492399443,673.4977417,0.01449680794,673.4977417,0.01425808016,673.4977417,0.01449330244,673.4977417,0.01435297262,673.4977417,0.0164382048,673.4977417,0.01651472412,673.4977417,0.01465298142,673.4977417,0.01426161081,
673.0621338,0.01529142726,673.0621338,0.01419391204,673.0621338,0.01610122994,673.0621338,0.0149655221,673.0621338,0.01403974835,673.0621338,0.0149625754,673.0621338,0.01824162155,673.0621338,0.01726353727,673.0621338,0.01532223728,673.0621338,0.01519209426,673.0621338,0.01465343591,673.0621338,0.01461986266,673.0621338,0.01437154133,673.0621338,0.01462532394,673.0621338,0.01668512821,673.0621338,0.01608081348,673.0621338,0.01474096999,673.0621338,0.01437501982,
672.4812622,0.01553386357,672.4812622,0.01439246535,672.4812622,0.01548678149,672.4812622,0.01505062729,672.4812622,0.01434564125,672.4812622,0.01493939944,672.4812622,0.01831419393,672.4812622,0.01722351275,672.4812622,0.01541108638,672.4812622,0.01548809651,672.4812622,0.01463611331,672.4812622,0.01460505836,672.4812622,0.01412368193,672.4812622,0.01465006266,672.4812622,0.01608363539,672.4812622,0.01685296185,672.4812622,0.01488750707,672.4812622,0.01425762475,
672.0455322,0.01555701718,672.0455322,0.01444448624,672.0455322,0.01553936303,672.0455322,0.01488172077,672.0455322,0.01419642568,672.0455322,0.01514561195,672.0455322,0.01844708622,672.0455322,0.01725349016,672.0455322,0.01552034169,672.0455322,0.01506383903,672.0455322,0.01448907331,672.0455322,0.01447432674,672.0455322,0.01455812994,672.0455322,0.01470390894,672.0455322,0.01603318937,672.0455322,0.01628111862,672.0455322,0.01485054009,672.0455322,0.01428450923,
671.4644165,0.0155036021,671.4644165,0.01426316239,671.4644165,0.01594628021,671.4644165,0.01537152659,671.4644165,0.01419992931,671.4644165,0.01473754272,671.4644165,0.0183088202,671.4644165,0.0169257056,671.4644165,0.01573842578,671.4644165,0.01455218811,671.4644165,0.01502433792,671.4644165,0.01475762762,671.4644165,0.01447850186,671.4644165,0.01477401797,671.4644165,0.01642070338,671.4644165,0.01660314575,671.4644165,0.01496040449,671.4644165,0.01434181537,
671.0285645,0.01571212336,671.0285645,0.01409670059,671.0285645,0.01599913277,671.0285645,0.01538702846,671.0285645,0.01414285693,671.0285645,0.01508988906,671.0285645,0.0183705762,671.0285645,0.01722860336,671.0285645,0.01575670578,671.0285645,0.01486819237,671.0285645,0.01481119264,671.0285645,0.0149051873,671.0285645,0.01431856584,671.0285645,0.01471678913,671.0285645,0.01657689735,671.0285645,0.01677116193,671.0285645,0.01494221296,671.0285645,0.01431583706,
670.4472656,0.01663092896,670.4472656,0.01486420073,670.4472656,0.01648286171,670.4472656,0.01581007056,670.4472656,0.01479209587,670.4472656,0.01639441215,670.4472656,0.01876455918,670.4472656,0.01795949228,670.4472656,0.01630364172,670.4472656,0.01530435123,670.4472656,0.01536742412,670.4472656,0.01513199601,670.4472656,0.01461721212,670.4472656,0.01523713302,670.4472656,0.01684846729,670.4472656,0.01682441123,670.4472656,0.0156161543,670.4472656,0.01529772859,
670.0112915,0.01650942676,670.0112915,0.01470388193,670.0112915,0.01626813971,670.0112915,0.01562632434,670.0112915,0.01519868895,670.0112915,0.01650501788,670.0112915,0.01902800985,670.0112915,0.01762252301,670.0112915,0.01636325754,670.0112915,0.01553697512,670.0112915,0.01552704908,670.0112915,0.01543530636,670.0112915,0.01483620889,670.0112915,0.01538045797,670.0112915,0.01703176275,670.0112915,0.01703367569,670.0112915,0.01575979218,670.0112915,0.01533315144,
669.4298096,0.01601935737,669.4298096,0.01383063942,669.4298096,0.01609805971,669.4298096,0.01550008729,669.4298096,0.01435524691,669.4298096,0.01576650329,669.4298096,0.01840849221,669.4298096,0.01740128174,669.4298096,0.01599781774,669.4298096,0.01479327399,669.4298096,0.01473872084,669.4298096,0.0146519905,669.4298096,0.01442243531,669.4298096,0.01484705787,669.4298096,0.01648936793,669.4298096,0.016491035,669.4298096,0.0148747284,669.4298096,0.01455127727,
668.9936523,0.01607176103,668.9936523,0.01444935706,668.9936523,0.01617666893,668.9936523,0.01545711327,668.9936523,0.01445722487,668.9936523,0.01552543975,668.9936523,0.01856853627,668.9936523,0.01800554805,668.9936523,0.01582862251,668.9936523,0.01478703413,668.9936523,0.01482686121,668.9936523,0.01458859351,668.9936523,0.01428595465,668.9936523,0.01496627275,668.9936523,0.0165028926,668.9936523,0.01641008444,668.9936523,0.01511229575,668.9936523,0.01497144345,
668.5574951,0.01652792655,668.5574951,0.01405260898,668.5574951,0.01576320082,668.5574951,0.01538791321,668.5574951,0.01471188851,668.5574951,0.01539507415,668.5574951,0.01870615408,668.5574951,0.01736245677,668.5574951,0.01613247395,668.5574951,0.01489313226,668.5574951,0.01479680929,668.5574951,0.01473732851,668.5574951,0.0146151511,668.5574951,0.01486939751,668.5574951,0.01684768684,668.5574951,0.01616863534,668.5574951,0.01518866234,668.5574951,0.01462492254,
667.975769,0.01636379398,667.975769,0.01449319534,667.975769,0.0164266713,667.975769,0.01556721237,667.975769,0.01508246548,667.975769,0.01599706523,667.975769,0.01864783838,667.975769,0.01768115908,667.975769,0.0160483662,667.975769,0.01507506799,667.975769,0.01531438064,667.975769,0.01460117567,667.975769,0.01465225872,667.975769,0.0148832202,667.975769,0.01703744382,667.975769,0.01666525006,667.975769,0.01526410505,667.975769,0.01464794762,
667.5394287,0.01622852869,667.5394287,0.01405309048,667.5394287,0.01621434093,667.5394287,0.01509208698,667.5394287,0.01449953858,667.5394287,0.01531368308,667.5394287,0.01839868724,667.5394287,0.01729155146,667.5394287,0.01624258235,667.5394287,0.01519662421,667.5394287,0.01489779353,667.5394287,0.01438213699,667.5394287,0.01416414417,667.5394287,0.01500239223,667.5394287,0.01694756187,667.5394287,0.01651547663,667.5394287,0.01519346144,667.5394287,0.0148421824,
666.9575195,0.01497843675,666.9575195,0.01306778938,666.9575195,0.01500075776,666.9575195,0.01441507693,666.9575195,0.01311943866,666.9575195,0.01380413026,666.9575195,0.01729669608,666.9575195,0.0165343266,666.9575195,0.01487044245,666.9575195,0.01411598083,666.9575195,0.01382294297,666.9575195,0.01336955465,666.9575195,0.01313486043,666.9575195,0.01383873634,666.9575195,0.01615928672,666.9575195,0.01491866261,666.9575195,0.01394602004,666.9575195,0.01366418321,
666.5210571,0.01475409232,666.5210571,0.01295781508,666.5210571,0.0150428284,666.5210571,0.01429103687,666.5210571,0.01303145755,666.5210571,0.01377110276,666.5210571,0.01744062081,666.5210571,0.01629635692,666.5210571,0.01462644897,666.5210571,0.01360432245,666.5210571,0.01326406747,666.5210571,0.01331352443,666.5210571,0.01341627352,666.5210571,0.01347797737,666.5210571,0.01592109166,666.5210571,0.01518576778,666.5210571,0.01409755647,666.5210571,0.01335770171,
665.9390259,0.0146102244,665.9390259,0.01253245119,665.9390259,0.01445596758,665.9390259,0.01410477608,665.9390259,0.01288474631,665.9390259,0.01360867638,665.9390259,0.01690296456,665.9390259,0.01588366181,665.9390259,0.01452611666,665.9390259,0.01354666054,665.9390259,0.01326329354,665.9390259,0.01312498841,665.9390259,0.01286005415,665.9390259,0.01320468914,665.9390259,0.01586988755,665.9390259,0.01514561195,665.9390259,0.01350460015,665.9390259,0.01316084806,
665.5023804,0.01442144532,665.5023804,0.01247852761,665.5023804,0.01426639967,665.5023804,0.01384477597,665.5023804,0.01257569622,665.5023804,0.01366327517,665.5023804,0.01694371179,665.5023804,0.01636489667,665.5023804,0.01458829921,665.5023804,0.01316479687,665.5023804,0.01318299491,665.5023804,0.01298840716,665.5023804,0.01289671846,665.5023804,0.01310721971,665.5023804,0.01547369082,665.5023804,0.01461167075,665.5023804,0.0134452153,665.5023804,0.01308510266,
665.0657349,0.01453519054,665.0657349,0.01330009941,665.0657349,0.01476630475,665.0657349,0.01423745602,665.0657349,0.01319639012,665.0657349,0.01411303971,665.0657349,0.01734753139,665.0657349,0.01695254073,665.0657349,0.01475310139,665.0657349,0.01340012159,665.0657349,0.01337964553,665.0657349,0.01360135805,665.0657349,0.01325272489,665.0657349,0.01361441892,665.0657349,0.01553115342,665.0657349,0.01554845832,665.0657349,0.01370609831,665.0657349,0.01323439088,
664.4833984,0.01429010089,664.4833984,0.01287725288,664.4833984,0.01474680845,664.4833984,0.01405394543,664.4833984,0.01332009118,664.4833984,0.01384798344,664.4833984,0.01728799567,664.4833984,0.01649791934,664.4833984,0.01466436032,664.4833984,0.01357366145,664.4833984,0.0134359505,664.4833984,0.01315889973,664.4833984,0.01293629315,664.4833984,0.01340062916,664.4833984,0.01516552828,664.4833984,0.01548726484,664.4833984,0.01345426682,664.4833984,0.01332260016,
664.0465698,0.01441587973,664.0465698,0.0128754396,664.0465698,0.014701874,664.0465698,0.01388414297,664.0465698,0.01287754625,664.0465698,0.01332043856,664.0465698,0.01714175008,664.0465698,0.01625448652,664.0465698,0.0147961136,664.0465698,0.01323017478,664.0465698,0.01372391824,664.0465698,0.01309518702,664.0465698,0.01292469259,664.0465698,0.0132897431,664.0465698,0.01495477837,664.0465698,0.01502602641,664.0465698,0.01351813879,664.0465698,0.01324007567,
663.4641113,0.0136082219,663.4641113,0.01219750755,663.4641113,0.01357555762,663.4641113,0.01328445878,663.4641113,0.01194668189,663.4641113,0.01278177649,663.4641113,0.01641352475,663.4641113,0.01569464989,663.4641113,0.01384827681,663.4641113,0.0127768172,663.4641113,0.01278430875,663.4641113,0.01224258356,663.4641113,0.01207963564,663.4641113,0.01257396489,663.4641113,0.0148105761,663.4641113,0.01440116204,663.4641113,0.01262022462,663.4641113,0.01210228633,
663.0271606,0.01341699436,663.0271606,0.01200115215,663.0271606,0.01362630539,663.0271606,0.01299110055,663.0271606,0.01226628106,663.0271606,0.01257119328,663.0271606,0.0162135344,663.0271606,0.01513038762,663.0271606,0.01390461624,663.0271606,0.0123427622,663.0271606,0.01260074507,663.0271606,0.01215645671,663.0271606,0.01224535238,663.0271606,0.01258262433,663.0271606,0.01431688014,663.0271606,0.01402867958,663.0271606,0.01289858576,663.0271606,0.01234337501,
662.444458,0.01318624988,662.444458,0.01208921708,662.444458,0.01360758115,662.444458,0.0131201325,662.444458,0.01219479181,662.444458,0.01263869368,662.444458,0.01645331457,662.444458,0.01514483523,662.444458,0.01364673954,662.444458,0.01241922937,662.444458,0.01241568755,662.444458,0.0121175386,662.444458,0.01219479181,662.444458,0.01238681376,662.444458,0.0141690122,662.444458,0.01401988324,662.444458,0.01238039508,662.444458,0.01201222278,
662.0073853,0.01317146793,662.0073853,0.01203244831,662.0073853,0.01338442415,662.0073853,0.01340135001,662.0073853,0.01189418789,662.0073853,0.01262694038,662.0073853,0.01635048911,662.0073853,0.01521603391,662.0073853,0.01358845737,662.0073853,0.01211306639,662.0073853,0.01227195282,662.0073853,0.01191541925,662.0073853,0.01199005544,662.0073853,0.01220890228,662.0073853,0.01440753043,662.0073853,0.01402015146,662.0073853,0.01274957322,662.0073853,0.01222343929,
661.5702515,0.01314403862,661.5702515,0.01181624271,661.5702515,0.01349373162,661.5702515,0.01303399168,661.5702515,0.01187407505,661.5702515,0.01238542888,661.5702515,0.01609013602,661.5702515,0.01488257758,661.5702515,0.01339940075,661.5702515,0.01209893264,661.5702515,0.01224252954,661.5702515,0.01208849903,661.5702515,0.01216470916,661.5702515,0.01260823291,661.5702515,0.0140512716,661.5702515,0.01404413301,661.5702515,0.01244677324,661.5702515,0.01237400249,
660.9873657,0.01313379314,660.9873657,0.01165443938,660.9873657,0.01332035847,660.9873657,0.01308438275,660.9873657,0.01170956343,660.9873657,0.01256061438,660.9873657,0.01598355547,660.9873657,0.01478786394,660.9873657,0.01303303149,660.9873657,0.01206278801,660.9873657,0.01222895086,660.9873657,0.01211229432,660.9873657,0.01171613205,660.9873657,0.01240846887,660.9873657,0.0140279308,660.9873657,0.01396366302,660.9873657,0.01240130328,660.9873657,0.01238742657,
660.5500488,0.0131654907,660.5500488,0.01163502876,660.5500488,0.01373447198,660.5500488,0.01294693444,660.5500488,0.01176307257,660.5500488,0.01258835383,660.5500488,0.01598293893,660.5500488,0.01459975727,660.5500488,0.0128037706,660.5500488,0.01216210052,660.5500488,0.01233812794,660.5500488,0.01185529307,660.5500488,0.01180834323,660.5500488,0.01250759326,660.5500488,0.01398847066,660.5500488,0.01395024359,660.5500488,0.01238830574,660.5500488,0.01202909462,
659.96698,0.01313139126,659.96698,0.01164228749,659.96698,0.0134901274,659.96698,0.01283371076,659.96698,0.01182135008,659.96698,0.01264404971,659.96698,0.01595788263,659.96698,0.0147404084,659.96698,0.01320164744,659.96698,0.01205113064,659.96698,0.01223286521,659.96698,0.01170937717,659.96698,0.01177041326,659.96698,0.01229139138,659.96698,0.0137356203,659.96698,0.01389654446,659.96698,0.01244586799,659.96698,0.01248953026,
659.529541,0.01291743945,659.529541,0.01176203601,659.529541,0.01335973106,659.529541,0.01292287931,659.529541,0.01182648446,659.529541,0.01288826577,659.529541,0.01614714228,659.529541,0.01496581733,659.529541,0.01295957528,659.529541,0.01225405931,659.529541,0.01215698849,659.529541,0.01184039656,659.529541,0.01171623915,659.529541,0.01214394439,659.529541,0.01418332011,659.529541,0.01406480093,659.529541,0.0124607319,659.529541,0.01227570698,
658.9462891,0.01322489046,658.9462891,0.01170578785,658.9462891,0.01353279967,658.9462891,0.01276186202,658.9462891,0.01181302406,658.9462891,0.01268592011,658.9462891,0.01601054706,658.9462891,0.0149078127,658.9462891,0.01290325169,658.9462891,0.01187982131,658.9462891,0.01228609215,658.9462891,0.01196772978,658.9462891,0.01160112955,658.9462891,0.01225677505,658.9462891,0.01420634892,658.9462891,0.01346345153,658.9462891,0.01252429839,658.9462891,0.01234060526,
658.508728,0.01342444308,658.508728,0.01179028209,658.508728,0.01317325514,658.508728,0.0128721334,658.508728,0.01147916634,658.508728,0.01274858695,658.508728,0.01612771861,658.508728,0.0150174778,658.508728,0.01267573889,658.508728,0.01212704182,658.508728,0.01236430835,658.508728,0.01184880268,658.508728,0.01170185208,658.508728,0.01261303015,658.508728,0.01386383176,658.508728,0.01388259325,658.508728,0.01217527781,658.508728,0.01229690388,
658.071167,0.01285029575,658.071167,0.01178060006,658.071167,0.01348363794,658.071167,0.0127722593,658.071167,0.01168392878,658.071167,0.01251374744,658.071167,0.01586951129,658.071167,0.01475157496,658.071167,0.01265988126,658.071167,0.01199410018,658.071167,0.01202185638,658.071167,0.01177344564,658.071167,0.01169727743,658.071167,0.0121187102,658.071167,0.01365558151,658.071167,0.01398857776,658.071167,0.01224362198,658.071167,0.01216651965,
657.4876099,0.01299214084,657.4876099,0.01155590732,657.4876099,0.0136958668,657.4876099,0.01281510107,657.4876099,0.01161995344,657.4876099,0.01259717438,657.4876099,0.01614582539,657.4876099,0.01453941967,657.4876099,0.01268879883,657.4876099,0.01268850546,657.4876099,0.01187096257,657.4876099,0.01168185472,657.4876099,0.01179193147,657.4876099,0.01218986697,657.4876099,0.01380407717,657.4876099,0.0138625484,657.4876099,0.012320498,657.4876099,0.01200176403,
657.0498657,0.01266867574,657.0498657,0.01163455006,657.0498657,0.0135694677,657.0498657,0.01278358884,657.0498657,0.01142579876,657.0498657,0.01219617669,657.0498657,0.01564629003,657.0498657,0.01443517394,657.0498657,0.01289090607,657.0498657,0.01220594719,657.0498657,0.01208503917,657.0498657,0.01171490923,657.0498657,0.0114040859,657.0498657,0.0118828807,657.0498657,0.01383678615,657.0498657,0.01366704144,657.0498657,0.0123125622,657.0498657,0.01184289716,
656.4661865,0.01260237023,656.4661865,0.01167103183,656.4661865,0.01333250292,656.4661865,0.01270569768,656.4661865,0.01133061387,656.4661865,0.01238100789,656.4661865,0.01607987285,656.4661865,0.01441625413,656.4661865,0.01286640018,656.4661865,0.01237826422,656.4661865,0.01188341342,656.4661865,0.01155436598,656.4661865,0.01165789552,656.4661865,0.01240569819,656.4661865,0.01394871995,656.4661865,0.01379186474,656.4661865,0.01228441484,656.4661865,0.01182760112,
656.0283203,0.01265383139,656.0283203,0.01150298212,656.0283203,0.01322817244,656.0283203,0.01258965954,656.0283203,0.01165127475,656.0283203,0.01207593642,656.0283203,0.01595490053,656.0283203,0.01461788174,656.0283203,0.01261361595,656.0283203,0.01244706661,656.0283203,0.01222903095,656.0283203,0.01153660845,656.0283203,0.01155428588,656.0283203,0.01208711509,656.0283203,0.01356305834,656.0283203,0.01340556797,656.0283203,0.01189147402,656.0283203,0.01208652928,
655.444397,0.01285712142,655.444397,0.01138280053,655.444397,0.01334643736,655.444397,0.01282214001,655.444397,0.01162609458,655.444397,0.012335971,655.444397,0.01599988528,655.444397,0.01468869951,655.444397,0.01237184554,655.444397,0.01231605094,655.444397,0.01219061203,655.444397,0.01178070717,655.444397,0.01158427354,655.444397,0.0121598905,655.444397,0.0140520744,655.444397,0.01368371118,655.444397,0.01221651677,655.444397,0.01180818304,
655.0064087,0.01291517261,655.0064087,0.01140310336,655.0064087,0.01330738608,655.0064087,0.01308798417,655.0064087,0.0115849115,655.0064087,0.01216180716,655.0064087,0.0159639772,655.0064087,0.01477816887,655.0064087,0.01275946293,655.0064087,0.01252000872,655.0064087,0.01182353124,655.0064087,0.01173637062,655.0064087,0.01159597188,655.0064087,0.01203210186,655.0064087,0.01366047002,655.0064087,0.01355371065,655.0064087,0.01207774598,655.0064087,0.01267954987,
654.5683594,0.01325800922,654.5683594,0.01208469272,654.5683594,0.01390453614,654.5683594,0.01338252891,654.5683594,0.01236862224,654.5683594,0.01292538643,654.5683594,0.01670457795,654.5683594,0.01514255628,654.5683594,0.0134310117,654.5683594,0.01282555237,654.5683594,0.01263661496,654.5683594,0.01226859726,654.5683594,0.01193558704,654.5683594,0.01232310757,654.5683594,0.01425971184,654.5683594,0.01449464075,654.5683594,0.01250119973,654.5683594,0.01284277625,
653.9842529,0.01278260257,653.9842529,0.01157350652,653.9842529,0.01352286618,653.9842529,0.01287136041,653.9842529,0.0116099827,653.9842529,0.01202763058,653.9842529,0.01624604873,653.9842529,0.01468728017,653.9842529,0.0127457343,653.9842529,0.01226356532,653.9842529,0.01204037853,653.9842529,0.01206787117,653.9842529,0.01175738126,653.9842529,0.01206542272,653.9842529,0.01366706844,653.9842529,0.01382446662,653.9842529,0.01195184421,653.9842529,0.01275533065,
653.5460815,0.01279110648,653.5460815,0.01148291398,653.5460815,0.01314254384,653.5460815,0.01282792538,653.5460815,0.01189698093,653.5460815,0.01230534539,653.5460815,0.01636019163,653.5460815,0.01463659573,653.5460815,0.01279321313,653.5460815,0.01246171817,653.5460815,0.01208671555,653.5460815,0.01193811465,653.5460815,0.01158368867,653.5460815,0.01209818758,653.5460815,0.01368435193,653.5460815,0.01386556868,653.5460815,0.01176796667,653.5460815,0.01267043501,
652.961731,0.01273475215,652.961731,0.01154423784,652.961731,0.01371742599,652.961731,0.01273205969,652.961731,0.01152873971,652.961731,0.0120055424,652.961731,0.01628447883,652.961731,0.01453631464,652.961731,0.01262347586,652.961731,0.01245178096,652.961731,0.01200099196,652.961731,0.01185899135,652.961731,0.01145056821,652.961731,0.01205584127,652.961731,0.01346670929,652.961731,0.01347453333,652.961731,0.01193305943,652.961731,0.0129951546,
652.5234375,0.0128755467,652.5234375,0.01179219689,652.5234375,0.01350796502,652.5234375,0.01285360195,652.5234375,0.01172216889,652.5234375,0.01254939754,652.5234375,0.0159571562,652.5234375,0.01481687091,652.5234375,0.01251382753,652.5234375,0.0121873375,652.5234375,0.0120389415,652.5234375,0.01185931079,652.5234375,0.01191890426,652.5234375,0.01212403364,652.5234375,0.01348807104,652.5234375,0.01363773737,652.5234375,0.01232558489,652.5234375,0.01270385832,
651.9389038,0.01288863923,651.9389038,0.01153788436,651.9389038,0.01352046244,651.9389038,0.01276988629,651.9389038,0.01176073216,651.9389038,0.01220219303,651.9389038,0.01648471691,651.9389038,0.01453727856,651.9389038,0.01244743913,651.9389038,0.01249357965,651.9389038,0.01222658157,651.9389038,0.01190158352,651.9389038,0.01137063,651.9389038,0.01204136387,651.9389038,0.01350785792,651.9389038,0.01367759332,651.9389038,0.01215645671,651.9389038,0.01270647068,
651.5004883,0.01312963013,651.5004883,0.01184728649,651.5004883,0.01359502785,651.5004883,0.01319761761,651.5004883,0.01143060904,651.5004883,0.01210444234,651.5004883,0.01598753035,651.5004883,0.01443782263,651.5004883,0.01259856019,651.5004883,0.01216659881,651.5004883,0.01203061175,651.5004883,0.01165922545,651.5004883,0.01159581169,651.5004883,0.01198923029,651.5004883,0.01354326867,651.5004883,0.0136052575,651.5004883,0.01216367073,651.5004883,0.01262203697,
651.0620117,0.01295384206,651.0620117,0.0115976464,651.0620117,0.0135800438,651.0620117,0.01302838977,651.0620117,0.01186888758,651.0620117,0.01217623614,651.0620117,0.015871929,651.0620117,0.01486639772,651.0620117,0.01261913218,651.0620117,0.01217237581,651.0620117,0.01191927679,651.0620117,0.01177940331,651.0620117,0.01173198223,651.0620117,0.01229975279,651.0620117,0.01356292423,651.0620117,0.01398494188,651.0620117,0.01221047342,651.0620117,0.01209414192,
650.4772339,0.01285485458,650.4772339,0.01146566402,650.4772339,0.01353880856,650.4772339,0.01301315892,650.4772339,0.01156279258,650.4772339,0.01204929408,650.4772339,0.01605771296,650.4772339,0.01510052942,650.4772339,0.0128077697,650.4772339,0.01208352204,650.4772339,0.01218102779,650.4772339,0.01146526542,650.4772339,0.01166991517,650.4772339,0.01211932208,650.4772339,0.0139319608,650.4772339,0.01381655596,650.4772339,0.01199343428,650.4772339,0.01231882069,
650.0385742,0.01265793573,650.0385742,0.01134055108,650.0385742,0.01342513785,650.0385742,0.01294578705,650.0385742,0.01150417794,650.0385742,0.01216132846,650.0385742,0.01610157825,650.0385742,0.01489050686,650.0385742,0.01303892676,650.0385742,0.01206433121,650.0385742,0.01174341887,650.0385742,0.01152305119,650.0385742,0.01172804646,650.0385742,0.01223446243,650.0385742,0.01354369614,650.0385742,0.01350441296,650.0385742,0.01213044859,650.0385742,0.01241470128,
649.4536743,0.0128746666,649.4536743,0.01159238257,649.4536743,0.01345717721,649.4536743,0.01259914599,649.4536743,0.01153676771,649.4536743,0.01209480688,649.4536743,0.0158100985,649.4536743,0.01479343511,649.4536743,0.01315561775,649.4536743,0.01221851353,649.4536743,0.01210095547,649.4536743,0.0118627958,649.4536743,0.01142829657,649.4536743,0.01222370565,649.4536743,0.01344820578,649.4536743,0.01382230129,649.4536743,0.01190541498,649.4536743,0.01227807719,
