ppp_1mM,,ppp_500uM,,ppp_250uM,,ppp_125uM,,ppp_62uM,,ppp_31uM,,ppp_15uM,,ppp_7uM,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
694.0490723,0.005539703183,694.0490723,0.004748422652,694.0490723,0.004728036467,694.0490723,0.005968032405,694.0490723,0.004863798153,694.0490723,0.00426976569,694.0490723,0.004707729444,694.0490723,0.004859269131,
693.4719849,0.006862592883,693.4719849,0.005406692158,693.4719849,0.005236594472,693.4719849,0.006143457722,693.4719849,0.005335642025,693.4719849,0.005103990436,693.4719849,0.005401004571,693.4719849,0.005276813637,
693.0391235,0.007218843326,693.0391235,0.005849950016,693.0391235,0.005718627479,693.0391235,0.006360954139,693.0391235,0.005404123571,693.0391235,0.005757684354,693.0391235,0.005687861703,693.0391235,0.005944912322,
692.461853,0.00868152827,692.461853,0.006560241804,692.461853,0.006160838529,692.461853,0.007386875339,692.461853,0.006545788143,692.461853,0.006396600977,692.461853,0.006428283639,692.461853,0.006423844025,
692.0288086,0.008732394315,692.0288086,0.006745397113,692.0288086,0.006921241526,692.0288086,0.007483517285,692.0288086,0.006370515563,692.0288086,0.006344642024,692.0288086,0.006742242258,692.0288086,0.006701992825,
691.451355,0.009654322639,691.451355,0.007123181596,691.451355,0.007321713492,691.451355,0.008421824314,691.451355,0.007195024751,691.451355,0.007454996463,691.451355,0.007482200861,691.451355,0.007609842811,
691.0181885,0.009763595648,691.0181885,0.007635607384,691.0181885,0.007644617464,691.0181885,0.008258958347,691.0181885,0.007404359058,691.0181885,0.00737647526,691.0181885,0.007668698207,691.0181885,0.007656210102,
690.4405518,0.01051901467,690.4405518,0.007970899343,690.4405518,0.007943664677,690.4405518,0.008715359494,690.4405518,0.008020416833,690.4405518,0.00802787859,690.4405518,0.008211049251,690.4405518,0.008321200497,
690.0072632,0.01114224456,690.0072632,0.008356613107,690.0072632,0.00858282391,690.0072632,0.009478558786,690.0072632,0.008708070032,690.0072632,0.008379334584,690.0072632,0.008601148613,690.0072632,0.008614482358,
689.4294434,0.0111445291,689.4294434,0.008185725659,689.4294434,0.00851914566,689.4294434,0.009417050518,689.4294434,0.008421507664,689.4294434,0.008172985166,689.4294434,0.008510882966,689.4294434,0.008757433854,
688.9959717,0.01128286961,688.9959717,0.008910551667,688.9959717,0.009228293784,688.9959717,0.009930205531,688.9959717,0.00899106916,688.9959717,0.009302337654,688.9959717,0.008869942278,688.9959717,0.009137342684,
688.5625,0.01126297098,688.5625,0.009107259102,688.5625,0.009479458444,688.5625,0.01030870434,688.5625,0.009206188843,688.5625,0.00946567487,688.5625,0.009205104783,688.5625,0.009271713905,
687.984375,0.01116909645,687.984375,0.009617189877,687.984375,0.009924114682,687.984375,0.01080096699,687.984375,0.009707950056,687.984375,0.009804739617,687.984375,0.009783346206,687.984375,0.01001875289,
687.5507202,0.01075521857,687.5507202,0.01012456696,687.5507202,0.01021720935,687.5507202,0.0109486226,687.5507202,0.009508403949,687.5507202,0.009979814291,687.5507202,0.01005282067,687.5507202,0.01029977109,
686.9724731,0.01079714578,686.9724731,0.01009290479,686.9724731,0.01056240406,686.9724731,0.01114471536,686.9724731,0.01025964133,686.9724731,0.01050031837,686.9724731,0.01066580415,686.9724731,0.01029953267,
686.5386963,0.01100463979,686.5386963,0.01028373465,686.5386963,0.01052789949,686.5386963,0.01123483852,686.5386963,0.01031262707,686.5386963,0.01026939508,686.5386963,0.0102313878,686.5386963,0.01040777471,
685.9602051,0.01133988705,685.9602051,0.01108490862,685.9602051,0.0114191277,685.9602051,0.01231091097,685.9602051,0.01128031872,685.9602051,0.01140371431,685.9602051,0.01121584512,685.9602051,0.01150917541,
685.5263062,0.01229701005,685.5263062,0.01134737954,685.5263062,0.01168773137,685.5263062,0.01262355596,685.5263062,0.01128159463,685.5263062,0.01172567997,685.5263062,0.01160333585,685.5263062,0.01190541498,
684.9476318,0.01157124713,684.9476318,0.01108501479,684.9476318,0.01087896898,684.9476318,0.01272736862,684.9476318,0.01111260615,684.9476318,0.01108674053,684.9476318,0.01095732953,684.9476318,0.01183717791,
684.5136108,0.01227458846,684.5136108,0.01197770797,684.5136108,0.01242303848,684.5136108,0.0131800333,684.5136108,0.01238404401,684.5136108,0.01215067971,684.5136108,0.01203266066,684.5136108,0.01244293712,
683.9347534,0.01229144447,683.9347534,0.01226143446,683.9347534,0.01204548869,683.9347534,0.01347560063,683.9347534,0.01199979428,683.9347534,0.01222434454,683.9347534,0.01231168304,683.9347534,0.01242690161,
683.5005493,0.01192031428,683.5005493,0.01193319168,683.5005493,0.01195155177,683.5005493,0.01310703252,683.5005493,0.01184635516,683.5005493,0.01221768837,683.5005493,0.0122493729,683.5005493,0.01201009378,
683.0662842,0.0117475139,683.0662842,0.01213768963,683.0662842,0.01207495108,683.0662842,0.01343749929,683.0662842,0.01225927845,683.0662842,0.0119718276,683.0662842,0.01210776996,683.0662842,0.01216452289,
682.4871826,0.01252621692,682.4871826,0.01222871151,682.4871826,0.01256229356,682.4871826,0.01339667756,682.4871826,0.01220773067,682.4871826,0.01234073844,682.4871826,0.0122234663,682.4871826,0.01241885684,
682.0527954,0.01301777363,682.0527954,0.01269700844,682.0527954,0.01245665643,682.0527954,0.01393265557,682.0527954,0.01213854086,682.0527954,0.01279131975,682.0527954,0.01267238054,682.0527954,0.01239072904,
681.4735107,0.01234859414,681.4735107,0.01266936865,681.4735107,0.01210276596,681.4735107,0.01398809627,681.4735107,0.0125256842,681.4735107,0.01243774313,681.4735107,0.01307363156,681.4735107,0.01283552404,
681.0390015,0.01295466814,681.0390015,0.01278449502,681.0390015,0.01278409548,681.0390015,0.0139666032,681.0390015,0.01255611144,681.0390015,0.01267685834,681.0390015,0.0128880525,681.0390015,0.01300246362,
680.4595337,0.01413173135,680.4595337,0.01280936878,680.4595337,0.01301257219,680.4595337,0.01434628293,680.4595337,0.01315836608,680.4595337,0.01285632141,680.4595337,0.01305637229,680.4595337,0.01312042587,
680.0248413,0.01498564519,680.0248413,0.01318454277,680.0248413,0.01292898599,680.0248413,0.01452876627,680.0248413,0.01347661577,680.0248413,0.01325357892,680.0248413,0.01314147655,680.0248413,0.01309057232,
679.4451904,0.0150059294,679.4451904,0.01328672748,679.4451904,0.01306773629,679.4451904,0.01447205152,679.4451904,0.01340393908,679.4451904,0.01330386288,679.4451904,0.01332529634,679.4451904,0.01336822007,
679.010376,0.01444245316,679.010376,0.01340289786,679.010376,0.01302284189,679.010376,0.01439085975,679.010376,0.0132681774,679.010376,0.01336087845,679.010376,0.01343637798,679.010376,0.01361620892,
678.430542,0.01386508718,678.430542,0.01379560586,678.430542,0.01354687382,678.430542,0.01487976499,678.430542,0.01399293542,678.430542,0.01323217619,678.430542,0.01367022004,678.430542,0.01362157706,
677.9956055,0.01375947986,677.9956055,0.01359358523,677.9956055,0.01375397574,677.9956055,0.01503661182,677.9956055,0.01386623643,677.9956055,0.01398050413,677.9956055,0.01361738425,677.9956055,0.01397799142,
677.5606079,0.01372132637,677.5606079,0.01369415689,677.5606079,0.01388943568,677.5606079,0.01469060034,677.5606079,0.01410250366,677.5606079,0.01376928668,677.5606079,0.01365007833,677.5606079,0.01373743732,
676.9805298,0.01385469083,676.9805298,0.01407520287,676.9805298,0.01385584008,676.9805298,0.01508241147,676.9805298,0.0140418876,676.9805298,0.0141207939,676.9805298,0.01397900749,676.9805298,0.01408014912,
676.5454102,0.01423686743,676.5454102,0.01412132941,676.5454102,0.01399189234,676.5454102,0.01523150317,676.5454102,0.01387233008,676.5454102,0.01376637351,676.5454102,0.01412384305,676.5454102,0.01434168126,
675.9650879,0.01388045494,675.9650879,0.0140414862,675.9650879,0.01367179677,675.9650879,0.01496782713,675.9650879,0.01386481989,675.9650879,0.0142194014,675.9650879,0.01406381186,675.9650879,0.01406517532,
675.5298462,0.01475446764,675.5298462,0.01436471846,675.5298462,0.01420014352,675.5298462,0.0155445952,675.5298462,0.01431963593,675.5298462,0.01438120008,675.5298462,0.0142181972,675.5298462,0.01428322587,
674.9494019,0.01421447936,674.9494019,0.01470415015,674.9494019,0.01428654231,674.9494019,0.01525107492,674.9494019,0.01404383872,674.9494019,0.0141257681,674.9494019,0.01405469421,674.9494019,0.01433876529,
674.5139771,0.01413264126,674.5139771,0.01448620949,674.5139771,0.01431158278,674.5139771,0.01531574782,674.5139771,0.0144648524,674.5139771,0.01451661438,674.5139771,0.01424382254,674.5139771,0.01426771004,
673.9333496,0.01425112505,673.9333496,0.01458192803,673.9333496,0.01434847713,673.9333496,0.01533572562,673.9333496,0.01432640478,673.9333496,0.01447702944,673.9333496,0.01440953743,673.9333496,0.01432667207,
673.4977417,0.01451942511,673.4977417,0.01477816887,673.4977417,0.01433325373,673.4977417,0.01557912584,673.4977417,0.014129485,673.4977417,0.01426904742,673.4977417,0.01406533644,673.4977417,0.01445366628,
673.0621338,0.01475527138,673.0621338,0.01499998011,673.0621338,0.01444676146,673.0621338,0.01596344076,673.0621338,0.01440113503,673.0621338,0.01438513398,673.0621338,0.01452678535,673.0621338,0.01478850655,
672.4812622,0.01517298073,672.4812622,0.0149387829,672.4812622,0.01436782163,672.4812622,0.01573268138,672.4812622,0.01448176708,672.4812622,0.01457242481,672.4812622,0.01470760442,672.4812622,0.0145786088,
672.0455322,0.01534151845,672.0455322,0.01510848943,672.0455322,0.01444831304,672.0455322,0.01574685425,672.0455322,0.01464564539,672.0455322,0.01459408179,672.0455322,0.01439345535,672.0455322,0.01486722846,
671.4644165,0.0156352073,671.4644165,0.01542613283,671.4644165,0.01467555296,671.4644165,0.01567052305,671.4644165,0.01443110593,671.4644165,0.01466211118,671.4644165,0.01449916326,671.4644165,0.01477372274,
671.0285645,0.01555216126,671.0285645,0.01576577872,671.0285645,0.01452825777,671.0285645,0.01554682199,671.0285645,0.01489610597,671.0285645,0.01470966637,671.0285645,0.01465276722,671.0285645,0.01443589665,
670.4472656,0.01642032713,670.4472656,0.01553429291,670.4472656,0.01532017253,670.4472656,0.01632777601,670.4472656,0.01527869049,670.4472656,0.01546282694,670.4472656,0.01528839767,670.4472656,0.01536240894,
670.0112915,0.01606217213,670.0112915,0.01613526791,670.0112915,0.01515721902,670.0112915,0.01651585288,670.0112915,0.01507914159,670.0112915,0.01542851981,670.0112915,0.01541827433,670.0112915,0.01512735896,
669.4298096,0.01559144165,669.4298096,0.01541384868,669.4298096,0.01473215967,669.4298096,0.01600998268,669.4298096,0.01478339173,669.4298096,0.01474672835,669.4298096,0.0146102244,669.4298096,0.01494057849,
668.9936523,0.01551806182,668.9936523,0.01587238535,668.9936523,0.01490355376,668.9936523,0.01578419283,668.9936523,0.0147332307,668.9936523,0.0148293525,668.9936523,0.01493891701,668.9936523,0.01461247355,
668.5574951,0.01530622877,668.5574951,0.01595780067,668.5574951,0.01490301732,668.5574951,0.01573654637,668.5574951,0.014804014,668.5574951,0.01489632018,668.5574951,0.01458393596,668.5574951,0.01437443122,
667.975769,0.01538737677,667.975769,0.01589493826,667.975769,0.01488129143,667.975769,0.01573407836,667.975769,0.01499861386,667.975769,0.0149383815,667.975769,0.01516820956,667.975769,0.01526726875,
667.5394287,0.01495933346,667.5394287,0.01598989405,667.5394287,0.01446247101,667.5394287,0.01554507762,667.5394287,0.01465721149,667.5394287,0.01497045252,667.5394287,0.01486074552,667.5394287,0.01489393599,
666.9575195,0.01414408628,666.9575195,0.01443776954,666.9575195,0.01363669615,666.9575195,0.01465391833,666.9575195,0.01337230392,666.9575195,0.01372931525,666.9575195,0.01368544716,666.9575195,0.01376632042,
666.5210571,0.01407552324,666.5210571,0.0142802028,666.5210571,0.01334318053,666.5210571,0.01457437873,666.5210571,0.01357155107,666.5210571,0.01316885278,666.5210571,0.01373668946,666.5210571,0.01372613572,
665.9390259,0.01368117332,665.9390259,0.01464885846,665.9390259,0.01315423101,665.9390259,0.01429098379,665.9390259,0.01290031895,665.9390259,0.01317789871,665.9390259,0.01344206464,665.9390259,0.01323404349,
665.5023804,0.01323356386,665.5023804,0.0139057124,665.5023804,0.01315193623,665.5023804,0.01415390149,665.5023804,0.01289634593,665.5023804,0.01268056314,665.5023804,0.01324906852,665.5023804,0.01325870305,
665.0657349,0.01354949083,665.0657349,0.014972114,665.0657349,0.01336149313,665.0657349,0.01474383567,665.0657349,0.01353437547,665.0657349,0.01345325261,665.0657349,0.01387331914,665.0657349,0.01348876487,
664.4833984,0.01340279169,664.4833984,0.01466395892,664.4833984,0.01315132249,664.4833984,0.01410723664,664.4833984,0.01337054186,664.4833984,0.01307368558,664.4833984,0.01334344782,664.4833984,0.01319222711,
664.0465698,0.01334721129,664.0465698,0.01426316239,664.0465698,0.01324968319,664.0465698,0.01417666115,664.0465698,0.01364812907,664.0465698,0.01318790484,664.0465698,0.01302708313,664.0465698,0.01329513453,
663.4641113,0.01267989725,663.4641113,0.01370404102,663.4641113,0.01249754895,663.4641113,0.01363597438,663.4641113,0.01261068508,663.4641113,0.01244533435,663.4641113,0.01243196242,663.4641113,0.01280518342,
663.0271606,0.01269604918,663.0271606,0.01353528351,663.0271606,0.01237165928,663.0271606,0.01349840499,663.0271606,0.01245114207,663.0271606,0.0126552172,663.0271606,0.01238351129,663.0271606,0.01245188806,
662.444458,0.01258582249,662.444458,0.01315863337,662.444458,0.0121972682,662.444458,0.01341451146,662.444458,0.01257918682,662.444458,0.01253876649,662.444458,0.01249608397,662.444458,0.01246262342,
662.0073853,0.01260714047,662.0073853,0.01322518382,662.0073853,0.01217921823,662.0073853,0.01338031329,662.0073853,0.01233882084,662.0073853,0.01232395973,662.0073853,0.01224500593,662.0073853,0.0122029651,
661.5702515,0.01233703643,661.5702515,0.01326569542,661.5702515,0.01223313063,661.5702515,0.01312074624,661.5702515,0.01232728921,661.5702515,0.0122233592,661.5702515,0.01223768387,661.5702515,0.01235370804,
660.9873657,0.01244371012,660.9873657,0.01306866948,660.9873657,0.0120367324,660.9873657,0.01299059391,660.9873657,0.01211791113,660.9873657,0.01206827071,660.9873657,0.01236915495,660.9873657,0.01223022863,
660.5500488,0.01236188412,660.5500488,0.01278358884,660.5500488,0.01198465284,660.5500488,0.01319849864,660.5500488,0.01203675941,660.5500488,0.01218885556,660.5500488,0.01220120862,660.5500488,0.0121874176,
659.96698,0.0122636715,659.96698,0.01267333981,659.96698,0.01196615957,659.96698,0.01303519215,659.96698,0.01198345609,659.96698,0.01214844361,659.96698,0.01210148819,659.96698,0.01196528133,
659.529541,0.01247218717,659.529541,0.01247495785,659.529541,0.01226678677,659.529541,0.01300104987,659.529541,0.01211644709,659.529541,0.01203976665,659.529541,0.01215339545,659.529541,0.01243068371,
658.9462891,0.0121196676,658.9462891,0.01277886983,658.9462891,0.01201658696,658.9462891,0.01275799703,658.9462891,0.01188418455,658.9462891,0.01201387215,658.9462891,0.01203018613,658.9462891,0.01193329878,
658.508728,0.01224793494,658.508728,0.01249240711,658.508728,0.01194412727,658.508728,0.01313966233,658.508728,0.01192039438,658.508728,0.01205616072,658.508728,0.01205994003,658.508728,0.01211546268,
658.071167,0.01207487099,658.071167,0.01218749769,658.071167,0.01183127239,658.071167,0.01286053471,658.071167,0.01225429866,658.071167,0.01192912087,658.071167,0.01199960802,658.071167,0.01205054484,
657.4876099,0.01203641295,657.4876099,0.01189227216,657.4876099,0.01184287015,657.4876099,0.01355766319,657.4876099,0.01213111449,657.4876099,0.01174384356,657.4876099,0.01178142522,657.4876099,0.01202928089,
657.0498657,0.01230670325,657.0498657,0.01182438247,657.0498657,0.0117427269,657.0498657,0.01289095916,657.0498657,0.01244227123,657.0498657,0.0120919589,657.0498657,0.01187215932,657.0498657,0.01238638815,
656.4661865,0.01213305723,656.4661865,0.01199154556,656.4661865,0.01194064226,656.4661865,0.01301740017,656.4661865,0.01184159331,656.4661865,0.01208988298,656.4661865,0.01188703161,656.4661865,0.01210934017,
656.0283203,0.01218004338,656.0283203,0.01199431252,656.0283203,0.01176698226,656.0283203,0.01259458903,656.0283203,0.01174067892,656.0283203,0.01188511588,656.0283203,0.01167645585,656.0283203,0.01214104332,
655.444397,0.01241238415,655.444397,0.0120683508,655.444397,0.01191991568,655.444397,0.01287501305,655.444397,0.01179498993,655.444397,0.01193587948,655.444397,0.01222216152,655.444397,0.01199439261,
655.0064087,0.01229437441,655.0064087,0.01212286204,655.0064087,0.01146186329,655.0064087,0.01297704503,655.0064087,0.01171658468,655.0064087,0.01196842175,655.0064087,0.01190009434,655.0064087,0.01180640142,
654.5683594,0.01286997367,654.5683594,0.01275103912,654.5683594,0.01230473258,654.5683594,0.01336261351,654.5683594,0.01239262056,654.5683594,0.01260170434,654.5683594,0.01220190059,654.5683594,0.01253487635,
653.9842529,0.01202406455,653.9842529,0.01216835622,653.9842529,0.01175812632,653.9842529,0.01281894092,653.9842529,0.01193579938,653.9842529,0.01167629659,653.9842529,0.01207066607,653.9842529,0.01168807689,
653.5460815,0.01190975215,653.5460815,0.01198851131,653.5460815,0.01180068217,653.5460815,0.01270081941,653.5460815,0.01177251525,653.5460815,0.01184502523,653.5460815,0.01186965872,653.5460815,0.01177352574,
652.961731,0.01198957581,652.961731,0.01185704954,652.961731,0.01183491666,652.961731,0.01293362677,652.961731,0.01195535623,652.961731,0.012051397,652.961731,0.01187907625,652.961731,0.01187785249,
652.5234375,0.01177812647,652.5234375,0.0122233592,652.5234375,0.01158871315,652.5234375,0.01280267723,652.5234375,0.01166563388,652.5234375,0.01172150392,652.5234375,0.01189716719,652.5234375,0.0117942458,
651.9389038,0.01172911003,651.9389038,0.01194258407,651.9389038,0.0120519558,651.9389038,0.01277015265,651.9389038,0.01184768509,651.9389038,0.01167728007,651.9389038,0.01186239626,651.9389038,0.01194016356,
651.5004883,0.01214309316,651.5004883,0.01192137878,651.5004883,0.01158387493,651.5004883,0.01304452773,651.5004883,0.01190783642,651.5004883,0.01216393709,651.5004883,0.01173716877,651.5004883,0.0118946936,
651.0620117,0.01168142911,651.0620117,0.01186407264,651.0620117,0.01179754362,651.0620117,0.012939387,651.0620117,0.01171115972,651.0620117,0.01187208015,651.0620117,0.01193912514,651.0620117,0.01198507939,
650.4772339,0.01188612636,650.4772339,0.01185563952,650.4772339,0.01151438523,650.4772339,0.01286229398,650.4772339,0.0117007615,650.4772339,0.01187109575,650.4772339,0.01180158649,650.4772339,0.01204293407,
650.0385742,0.01196506899,650.0385742,0.01182815991,650.0385742,0.01160897221,650.0385742,0.01286541391,650.0385742,0.01200870983,650.0385742,0.0115193557,650.0385742,0.01177602541,650.0385742,0.01181249227,
649.4536743,0.01211924199,649.4536743,0.01198462676,649.4536743,0.01176591869,649.4536743,0.01251196302,649.4536743,0.01194388792,649.4536743,0.01195594203,649.4536743,0.01181501895,649.4536743,0.01215105224,
649.0148926,0.01231975202,649.0148926,0.01203223504,649.0148926,0.01183864102,649.0148926,0.01277431194,649.0148926,0.01165420003,649.0148926,0.01210207399,649.0148926,0.01179999113,649.0148926,0.01175586507,
648.4298096,0.01264487673,648.4298096,0.01242945809,648.4298096,0.01214817725,648.4298096,0.0132897431,648.4298096,0.0125114033,648.4298096,0.01284922939,648.4298096,0.01237101946,648.4298096,0.01276407484,
647.9909058,0.01242128108,647.9909058,0.01233927347,647.9909058,0.01242322568,647.9909058,0.01304858271,647.9909058,0.01259347051,647.9909058,0.01252051536,647.9909058,0.01259773411,647.9909058,0.01231450588,
647.5519409,0.01214181539,647.5519409,0.0123538943,647.5519409,0.0122081833,647.5519409,0.01304946281,647.5519409,0.01227879617,647.5519409,0.01271563955,647.5519409,0.01276186202,647.5519409,0.01270319242,
646.9666138,0.0123266764,646.9666138,0.01231200248,646.9666138,0.01245274022,646.9666138,0.01330383588,646.9666138,0.01227394957,646.9666138,0.01246898994,646.9666138,0.01247136109,646.9666138,0.01255949587,
646.5275269,0.01203580108,646.5275269,0.01240386069,646.5275269,0.01233719569,646.5275269,0.01316383667,646.5275269,0.01235099137,646.5275269,0.01243470609,646.5275269,0.01278076321,646.5275269,0.01248990372,
645.9420166,0.01170432474,645.9420166,0.01187303755,645.9420166,0.01158286445,645.9420166,0.01267179474,645.9420166,0.01179195754,645.9420166,0.01209267788,645.9420166,0.01210076921,645.9420166,0.01164268609,
645.5028076,0.01178017538,645.5028076,0.01177887153,645.5028076,0.01162492484,645.5028076,0.01256322581,645.5028076,0.01198425423,645.5028076,0.0118397316,645.5028076,0.01164484024,645.5028076,0.01198619697,
645.0635376,0.01201453805,645.0635376,0.01203537546,645.0635376,0.01172865834,645.0635376,0.01278105658,645.0635376,0.01185162272,645.0635376,0.01191911753,645.0635376,0.01182818692,645.0635376,0.01214144286,
644.4777832,0.01220956817,644.4777832,0.01152281184,644.4777832,0.01165895909,644.4777832,0.01244565472,644.4777832,0.01187747996,644.4777832,0.01178748906,644.4777832,0.01189801842,644.4777832,0.01192273572,
644.0383911,0.01181523222,644.0383911,0.0120985331,644.0383911,0.01172496192,644.0383911,0.01273717731,644.0383911,0.01150542777,644.0383911,0.01175522711,644.0383911,0.0121594118,644.0383911,0.01166464947,
643.4523926,0.01154684275,643.4523926,0.01192177739,643.4523926,0.01196828857,643.4523926,0.01261081826,643.4523926,0.01165193971,643.4523926,0.01191156078,643.4523926,0.01191829238,643.4523926,0.01179655921,
643.0128784,0.0117012132,643.0128784,0.01171791367,643.0128784,0.01190991141,643.0128784,0.01272288989,643.0128784,0.01177110523,643.0128784,0.01190600079,643.0128784,0.01180230454,643.0128784,0.01165074296,
642.4267578,0.01194827817,642.4267578,0.01207444537,642.4267578,0.01194255799,642.4267578,0.01257985365,642.4267578,0.01164321788,642.4267578,0.0120141916,642.4267578,0.01193585247,642.4267578,0.01158323698,
641.9871216,0.01194593683,641.9871216,0.01181560475,641.9871216,0.01159597188,641.9871216,0.01245588344,641.9871216,0.01178895216,641.9871216,0.01182294637,641.9871216,0.01194149349,641.9871216,0.01191124134,
641.5474243,0.01167116407,641.5474243,0.01155962981,641.5474243,0.01172419079,641.5474243,0.01244304422,641.5474243,0.01200208347,641.5474243,0.01180477813,641.5474243,0.01172889769,641.5474243,0.0118089281,
640.9609985,0.0119555695,640.9609985,0.01172700897,640.9609985,0.0119129708,640.9609985,0.01245529763,640.9609985,0.01180632133,640.9609985,0.01188939903,640.9609985,0.01182645746,640.9609985,0.011876815,
640.5211792,0.01160929166,640.5211792,0.01181504596,640.5211792,0.01191294473,640.5211792,0.0125626931,640.5211792,0.01187245268,640.5211792,0.01192904171,640.5211792,0.01168438047,640.5211792,0.01180993859,
639.9346313,0.01197778806,639.9346313,0.01180081535,639.9346313,0.01192712598,639.9346313,0.01227211207,639.9346313,0.01159379166,639.9346313,0.0116352411,639.9346313,0.01166153885,639.9346313,0.0115703959,
639.4946899,0.01217714138,639.4946899,0.01213010307,639.4946899,0.01166690979,639.4946899,0.01230920665,639.4946899,0.01187508646,639.4946899,0.0119617423,639.4946899,0.01182148326,639.4946899,0.01185356453,
639.0546265,0.01226138137,639.0546265,0.01175533328,639.0546265,0.01174605172,639.0546265,0.01251396071,639.0546265,0.01166558079,639.0546265,0.01193135604,639.0546265,0.01183576789,639.0546265,0.01182741486,
638.4678345,0.01192531642,638.4678345,0.01153192949,638.4678345,0.01159900241,638.4678345,0.01233423967,638.4678345,0.01186667942,638.4678345,0.012140112,638.4678345,0.01163558755,638.4678345,0.01178089343,
638.02771,0.01220131479,638.02771,0.01168499235,638.02771,0.01151279081,638.02771,0.01220269874,638.02771,0.01149617787,638.02771,0.01162888668,638.02771,0.01166738849,638.02771,0.01188314706,
637.4407349,0.01194287743,637.4407349,0.01174155716,637.4407349,0.01154615171,637.4407349,0.01229669061,637.4407349,0.01151132863,637.4407349,0.01165808178,637.4407349,0.01184952073,637.4407349,0.01188458316,
637.0004272,0.01200120524,637.0004272,0.0117273815,637.0004272,0.01170584094,637.0004272,0.01232510526,637.0004272,0.01169741061,637.0004272,0.01190030668,637.0004272,0.01194479316,637.0004272,0.01187897008,
636.5601196,0.01180113479,636.5601196,0.01159714162,636.5601196,0.01159089338,636.5601196,0.0120682437,636.5601196,0.01158937812,636.5601196,0.01164553128,636.5601196,0.01190201007,636.5601196,0.0117863724,
635.9729004,0.01205059886,635.9729004,0.01152903214,635.9729004,0.01170852687,635.9729004,0.01227914263,635.9729004,0.01196227502,635.9729004,0.01160078403,635.9729004,0.01193649136,635.9729004,0.01175801922,
635.5324097,0.01193760894,635.5324097,0.01182722859,635.5324097,0.01158169471,635.5324097,0.01236766391,635.5324097,0.01160828117,635.5324097,0.01150183938,635.5324097,0.01170403231,635.5324097,0.01170397922,
634.9450684,0.01173376478,634.9450684,0.01203920785,634.9450684,0.01192648709,634.9450684,0.01202217489,634.9450684,0.01170767564,634.9450684,0.01172804646,634.9450684,0.01162550971,634.9450684,0.01180695929,
634.5044556,0.01193029154,634.5044556,0.01153581031,634.5044556,0.01171485614,634.5044556,0.01220781077,634.5044556,0.01186417881,634.5044556,0.01176134404,634.5044556,0.01164614316,634.5044556,0.01192850899,
634.0637817,0.01206499711,634.0637817,0.01150856446,634.0637817,0.01172200963,634.0637817,0.01233519893,634.0637817,0.01163135935,634.0637817,0.01162508503,634.0637817,0.01183903962,634.0637817,0.01204817649,
633.4761963,0.01178440358,633.4761963,0.01147286687,633.4761963,0.01199628226,633.4761963,0.01237679925,633.4761963,0.01169443224,633.4761963,0.01156523824,633.4761963,0.01158554945,633.4761963,0.01174251456,
633.0354004,0.011810923,633.0354004,0.01146810967,633.0354004,0.01154165901,633.0354004,0.01207628194,633.0354004,0.01163891051,633.0354004,0.011847605,633.0354004,0.0115578752,633.0354004,0.01181278471,
632.4476318,0.01173041388,632.4476318,0.01163864508,632.4476318,0.01190624014,632.4476318,0.01202270761,632.4476318,0.01165467873,632.4476318,0.01166153885,632.4476318,0.01148033608,632.4476318,0.01198896393,
632.0067139,0.01182691008,632.0067139,0.01136207394,632.0067139,0.01198377553,632.0067139,0.01195282862,632.0067139,0.01165704522,632.0067139,0.01167491358,632.0067139,0.01164340414,632.0067139,0.01186255552,
631.5657349,0.01163835265,631.5657349,0.01153820287,631.5657349,0.01130149327,631.5657349,0.01201640069,631.5657349,0.01141043752,631.5657349,0.0113707101,631.5657349,0.01164590381,631.5657349,0.01176871173,
630.9776611,0.01177943032,630.9776611,0.01150085591,630.9776611,0.01184010413,630.9776611,0.01188061945,630.9776611,0.01166039519,630.9776611,0.01157023665,630.9776611,0.01171248872,630.9776611,0.01159294043,
630.5366211,0.01183220278,630.5366211,0.0114959646,630.5366211,0.01161367819,630.5366211,0.01179653313,630.5366211,0.01157055609,630.5366211,0.01166869141,630.5366211,0.01158767659,630.5366211,0.01165276393,
629.9483643,0.01180664077,629.9483643,0.01146324538,629.9483643,0.01159403101,629.9483643,0.01185391005,629.9483643,0.011437173,629.9483643,0.01155090984,629.9483643,0.0118098855,629.9483643,0.01166316029,
629.5072021,0.01191685535,629.5072021,0.01132141985,629.5072021,0.01147592347,629.5072021,0.01189807244,629.5072021,0.01137756556,629.5072021,0.01142893452,629.5072021,0.01164935995,629.5072021,0.01171932369,
629.065918,0.01190344617,629.065918,0.0114697041,629.065918,0.01164893527,629.065918,0.01180368755,629.065918,0.01143018343,629.065918,0.01176719554,629.065918,0.01149886195,629.065918,0.01183028799,
628.477478,0.01195796393,628.477478,0.01149668265,628.477478,0.01157964766,628.477478,0.01185758132,628.477478,0.01161516737,628.477478,0.01140995976,628.477478,0.01151356101,628.477478,0.01161280088,
628.0360718,0.01196671836,628.0360718,0.01154838409,628.0360718,0.01136401389,628.0360718,0.0118059488,628.0360718,0.01132325362,628.0360718,0.01148464158,628.0360718,0.01160801575,628.0360718,0.01165619399,
